Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Total_T_cells_-_%_of_CD45+,Ly6C+_CD5+_T_cells_-_%_of_CD5+_T_cells,Total_ab_T_cells_-_%_of_total_T_cells,Total_CD4+_T_cells_-_%_of_ab_T_cells,CD4+_T_helper_cells_-_%_of_CD4+,Effector_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Resting_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,KLRG1+_CD4+_T_helper_cells_-_%_of_CD4+_T_helper_cells,Total_Treg_cells_-_%_of_CD4+,Effector_Treg_cells_-_%_of_Treg,Resting_Treg_cells_-_%_of_Treg,KLRG1+_Treg_cells_-_%_of_Treg,Total_CD8+_T_cells_-_%_of_ab_T_cells,Effector_CD8+_T_cells_-_%_of_CD8+,Resting_CD8+_T_cells_-_%_of_CD8+,Naive_CD8+_T_cells_-_%_of_CD8+,KLRG1+_CD8+_T_cells_-_%_of_CD8+,Total_gd_T_cells_-_%_of_total_T_cells,CD5+_gd_T_cells_-_%_of_gd_T_cells,Effector_gd_T_cells_-_%_of_gd_T_cells,Resting_gd_T_cells_-_%_of_gd_T_cells,KLRG1+_gd_T_cells_-_%_of_gd_T_cells,Total_NKT_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_NKT_cells,Total_CD4-_NKT_cells_-_%_of_NKT_cells,Effector_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Resting_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,KLRG1+_CD4-_NKT_cells_-_%_of_CD4-_NKT_cells,Total_CD4+_NKT_cells_-_%_of_NKT_cells,Effector_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Resting_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,KLRG1+_CD4+_NKT_cells_-_%_of_CD4+_NKT_cells,Total_NK_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_NK_cells,Resting_NK_cells_-_%_of_NK_cells,KLRG1+_NK_cells_-_%_of_NK_cells,Immature_NK_cells_-_%_of_NK_cells,Ly6C+_immature_NK_cells_-_%_of_immature_NK_cells,Mature_NK_cells_-_%_of_NK_cellls,Ly6C+_mature_NK_cells_-_%_of_mature_NK_cells,Total_B_cells_-_%_of_CD45+,B1a_cells_-_%_of_B_cells,Total_B2_cells_-_%_of_B_cells,Marginal_zone_B_cells_-_%_of_B2_cells,Marginal_zone_precursor_B_cells_-_%_of_B2_cells,Transitional_1_B_cells_-_%_of_B2_cells,Transitional_2_B_cells_-_%_of_B2_cells,Follicular_B_cells_-_%_of_B2_cells,Germinal_centre_B_cells_-_%_of_B2_cells,Early_germinal_centre_B_cells_-_%_of_B2_cells,Late_germinal_centre_B_cells_-_%_of_B2_cells,Plasma_cells_-_%_of_B2_cells,Memory_B_cells_-_%_of_B2_cells,B2_marginal_zone_+_precursor_cells_-_%_of_B2_cells,B2_t1_+_t2_cells_-_%_of_B2_cells,B2_t3_+_f1_+_f2_+_gc_cells_-_%_of_B2_cells,Total_myeloid_cells_-_%_of_CD45+,Macrophages_-_%_of_myeloid_cells,Granulocytes_+_monocytes_-_%_of_myeloid_cells,Granulocytes_-_%_of_myeloid_cells,Monocytes_-_%_of_myeloid_cells,Eosinophils_-_%_of_myeloid_cells,Total_DC_-_%_of_myeloid_cells,Plasmacytoid_DC_-_%_of_DC,Conventional_DC_(cDC)_-_%_of_DC,Conventional_CD11b_type_DC_-_%_of_cDC,Conventional_CD8a_type_DC_-_%_of_cDC,CD103+_CD8a_type_DC_-_%_of_CD8_type_cDC,Ly6C+_CD5+_T_cells_-_%_of_lymphocytes,Total_ab_T_cells_-_%_of_CD45+,Total_CD4+_T_cells_-_%_of_CD45+,CD4+_T_helper_cells_-_%_of_CD45+,Effector_CD4+_T_helper_cells_-_%_of_CD45+,Resting_CD4+_T_helper_cells_-_%_of_CD45+,KLRG1+_CD4+_T_helper_cells_-_%_of_CD45+,Total_Treg_cells_-_%_of_CD45+,Effector_Treg_cells_-_%_of_CD45+,Resting_Treg_cells_-_%_of_CD45+,KLRG1+_Treg_cells_-_%_of_CD45+,Total_CD8+_T_cells_-_%_of_CD45+,Effector_CD8+_T_cells_-_%_of_CD45+,Resting_CD8+_T_cells_-_%_of_CD45+,Naive_CD8+_T_cells_-_%_of_CD45+,KLRG1+_CD8+_T_cells_-_%_of_CD45+,Total_gd_T_cells_-_%_of_CD45+,CD5+_gd_T_cells_-_%_of_CD45+,Effector_gd_T_cells_-_%_of_CD45+,Resting_gd_T_cells_-_%_of_CD45+,KLRG1+_gd_T_cells_-_%_of_CD45+,Ly6C+_NKT_cells_-_%_of_lymphocytes,Total_CD4-_NKT_cells_-_%_of_CD45+,Effector_CD4-_NKT_cells_-_%_of_CD45+,Resting_CD4-_NKT_cells_-_%_of_CD45+,KLRG1+_CD4-_NKT_cells_-_%_of_CD45+,Total_CD4+_NKT_cells_-_%_of_CD45+,Effector_CD4+_NKT_cells_-_%_of_CD45+,Resting_CD4+_NKT_cells_-_%_of_CD45+,KLRG1+_CD4+_NKT_cells_-_%_of_CD45+,Effector_NK_cells_-_%_of_CD45+,Resting_NK_cells_-_%_of_CD45+,KLRG1+_NK_cells_-_%_of_CD45+,Immature_NK_cells_-_%_of_lymphocytes,Ly6C+_immature_NK_cells_-_%_of_lymphocytes,Mature_NK_cells_-_%_of_lymphocytes,Ly6C+_mature_NK_cells_-_%_of_lymphocytes,B1a_cells_-_%_of_CD45+,Total_B2_cells_-_%_of_CD45+,Marginal_zone_B_cells_-_%_of_CD45+,Marginal_zone_precursor_B_cells_-_%_of_CD45+,Transitional_1_B_cells_-_%_of_CD45+,Transitional_2_B_cells_-_%_of_CD45+,Follicular_B_cells_-_%_of_CD45+,Germinal_centre_B_cells_-_%_of_CD45+,Early_germinal_centre_B_cells_-_%_of_CD45+,Late_germinal_centre_B_cells_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,Memory_B_cells_-_%_of_CD45+,B2_marginal_zone_+_precursor_cells_-_%_of_lymphocytes,B2_t1_+_t2_cells_-_%_of_lymphocytes,B2_t3_+_f1+_f2_+_gc_cells_-_%_of_lymphocytes,Macrophages_-_%_of_CD45+,Granulocytes_+_monocytes_-_%_of_CD45+,Granulocytes_-_%_of_CD45+,Monocytes_-_%_of_CD45+,Eosinophils_-_%_of_CD45+,Total_DC_-_%_of_CD45+,Plasmacytoid_DC_-_%_of_CD45+,Conventional_DC_-_%_of_CD45+,Conventional_CD11b_type_DC_-_%_of_CD45+,Conventional_CD8a_type_DC_-_%_of_CD45+,CD103+_CD8a_type_DC_-_%_of_CD45+
4933434E20Rik,M02089054,WT,WT,Female,2015-07-13,MERZ,26.812,39.274,94.468,57.59,89.867,26.664,73.359,1.696,10.208,41.46,58.294,8.91,41.917,4.48,23.889,70.233,0.964,5.532,44.584,38.472,59.865,0.135,0.566,47.327,49.764,41.893,57.988,1.42,50.236,83.353,16.295,8.91,2.126,20.888,79.191,38.074,30.6,20.143,69.4,48.651,60.423,1.472,98.528,4.516,2.672,10.05,3.346,79.447,0.081,96.552,3.448,0.473,0.183,6.948,13.054,78.702,5.328,11.48,28.008,15.996,12.011,14.326,14.251,23.266,76.734,52.632,47.082,10.45,12.045,25.328,14.587,13.109,3.495,9.616,0.222,1.489,0.617,0.868,0.133,10.617,0.476,2.536,7.457,0.102,1.483,0.661,0.571,0.888,0.002,0.374,0.282,0.118,0.163,0.004,0.284,0.237,0.046,0.025,0.444,1.683,0.809,0.74,0.149,1.679,0.817,0.89,59.533,2.689,1.591,5.983,1.992,47.298,0.048,0.047,0.002,0.282,0.109,3.989,7.495,45.185,0.612,1.492,0.852,0.64,0.763,0.759,0.177,0.583,0.307,0.274,0.029
Dpy30,M02091196,WT,WT,Female,2015-07-13,MFKN,24.39,36.902,93.717,57.766,90.106,32.548,67.508,1.505,9.937,47.967,52.261,11.687,41.723,4.67,33.53,61.241,0.968,6.283,46.944,35.153,63.498,0.392,0.558,50.843,44.982,35.458,64.409,2.656,55.018,73.941,25.841,17.481,3.152,18.318,81.83,47.827,24.616,13.058,75.384,44.364,59.771,1.96,98.04,5.381,3.374,7.358,3.698,79.922,0.414,96.566,3.434,0.365,0.145,7.493,10.793,80.225,8.559,6.393,32.108,20.358,11.749,16.815,8.425,34.061,65.939,53.952,45.221,9.959,11.486,22.857,13.204,11.897,3.872,8.032,0.179,1.312,0.629,0.686,0.153,9.537,0.445,3.198,5.84,0.092,1.532,0.719,0.539,0.973,0.006,0.432,0.251,0.089,0.162,0.007,0.307,0.227,0.079,0.054,0.577,2.579,1.507,0.995,0.13,3.048,1.352,1.171,58.6,3.153,1.977,4.312,2.167,46.834,0.243,0.234,0.008,0.214,0.085,3.959,5.703,42.39,0.547,2.748,1.743,1.006,1.439,0.721,0.246,0.476,0.257,0.215,0.021
Dnajc8,M02093629,WT,WT,Male,2015-07-13,MUDN,25.855,46.832,94.877,58.295,90.364,27.219,72.657,1.122,9.659,44.402,54.85,8.253,41.273,6.157,25.729,64.532,0.777,5.123,44.942,44.917,53.649,2.189,0.458,61.483,49.527,26.725,73.275,1.909,50.473,57.349,42.507,30.98,2.894,17.682,82.514,26.783,30.998,18.76,69.002,45.034,57.63,1.276,98.724,3.605,2.608,9.337,5.504,79.136,0.056,97.917,2.083,0.476,0.131,6.248,12.107,80.084,7.07,8.592,33.248,20.501,12.747,14.651,10.537,25.42,74.58,58.24,41.43,5.911,14.769,24.531,14.3,12.922,3.517,9.389,0.145,1.381,0.613,0.758,0.114,10.125,0.623,2.605,6.534,0.079,1.325,0.595,0.595,0.711,0.029,0.423,0.227,0.061,0.166,0.004,0.231,0.133,0.098,0.072,0.512,2.388,0.775,1.085,0.203,2.414,1.087,0.735,56.894,2.051,1.484,5.312,3.131,45.024,0.032,0.031,0.001,0.271,0.074,3.379,6.547,43.307,0.607,2.35,1.449,0.901,1.036,0.745,0.189,0.556,0.324,0.23,0.014
Dnajc8,M02093631,WT,WT,Male,2015-07-13,MUDN,27.269,48.213,95.729,58.018,89.108,25.047,74.597,0.909,10.971,41.043,58.676,6.981,41.555,8.487,20.108,65.693,1.423,4.271,47.052,44.305,53.892,0.229,0.385,64.642,44.848,32.819,67.375,2.51,55.152,45.055,54.003,35.322,3.017,19.092,81.085,31.345,31.952,17.158,68.048,44.222,55.225,1.447,98.553,5.084,3.312,9.073,4.916,77.69,0.099,94.41,5.59,0.661,0.117,8.736,11.593,77.979,7.416,8.598,34.929,23.904,11.025,11.955,9.467,26.22,73.78,56.173,43.298,9.776,16.279,26.105,15.146,13.496,3.38,10.068,0.123,1.662,0.682,0.975,0.116,10.848,0.921,2.181,7.126,0.154,1.165,0.548,0.516,0.628,0.003,0.427,0.173,0.057,0.116,0.004,0.212,0.096,0.115,0.075,0.576,2.446,0.946,1.148,0.197,2.446,1.082,0.799,54.426,2.767,1.802,4.938,2.675,42.284,0.054,0.051,0.003,0.36,0.064,4.52,5.999,40.351,0.638,2.59,1.773,0.818,0.887,0.702,0.184,0.518,0.291,0.224,0.022
Dnajc8,M02093633,WT,WT,Male,2015-07-13,MUDN,30.157,47.894,95.942,58.259,89.547,16.79,83.195,0.753,10.504,31.175,68.656,7.511,41.373,2.342,23.254,73.964,0.624,4.058,45.955,30.074,69,0.381,0.314,45.1,51.328,25.052,74.534,0.828,48.672,78.603,21.397,9.389,2.867,12.741,87.34,23.076,29.516,14.81,70.484,39.296,55.018,1.171,98.829,4.32,2.796,7.783,4.317,80.877,0.052,85.882,14.118,0.551,0.148,8.99,9.492,79.755,6.082,10.301,28.165,17.77,10.395,15.038,11.203,25.104,74.896,60.43,39.252,5.477,19.126,28.933,16.856,15.094,2.534,12.558,0.114,1.771,0.552,1.216,0.133,11.971,0.28,2.784,8.854,0.075,1.224,0.562,0.368,0.844,0.005,0.265,0.161,0.04,0.12,0.001,0.153,0.12,0.033,0.014,0.365,2.504,0.662,1.101,0.163,2.63,1.034,0.644,54.373,2.349,1.52,4.232,2.347,43.976,0.028,0.024,0.004,0.3,0.081,4.2,4.434,37.256,0.627,1.713,1.081,0.632,0.915,0.681,0.171,0.51,0.308,0.2,0.011
Ssr2,M02095370,Ssr2(b):Het,Het,Female,2015-07-13,MUHH,24.003,38.981,93.948,57.707,89.336,36.787,63.04,1.629,10.71,51.734,48.17,13.514,41.826,9.214,26.87,57.95,0.717,6.052,46.03,43.208,54.452,1.652,0.462,52.226,47.873,46.235,53.765,2.41,52.127,89.073,10.788,7.746,2.768,24.25,75.966,43.588,25.677,15.638,74.323,44.873,61.662,1.833,98.167,4.769,2.721,9.12,3.427,80.053,0.087,93.671,6.329,0.374,0.165,7.046,13.192,78.73,6.91,8.833,32.698,21.8,10.898,13.648,10.714,25.349,74.651,62.123,37.334,6.139,11.687,22.55,13.013,11.625,4.277,7.329,0.189,1.394,0.721,0.671,0.188,9.432,0.869,2.534,5.466,0.068,1.453,0.669,0.628,0.791,0.024,0.463,0.221,0.102,0.119,0.005,0.241,0.215,0.026,0.019,0.671,2.103,1.207,0.863,0.135,2.498,1.121,1.13,60.531,2.887,1.647,5.52,2.075,48.457,0.053,0.049,0.003,0.227,0.1,3.971,7.433,44.363,0.61,2.259,1.506,0.753,0.943,0.74,0.188,0.553,0.343,0.206,0.013
,M02095579,Clust5N1 KO:Hom,Hom,Male,2015-07-13,MOEA,30.922,38.069,95.704,58.455,89.868,17.153,82.821,0.568,10.184,31.485,68.382,5.222,41.057,3.202,17.821,77.559,0.25,4.296,49.636,32.497,66.274,0.251,0.522,48.808,18.978,43.771,56.229,3.704,81.022,36.751,63.091,39.038,1.756,28.024,72.147,17.923,49.207,8.516,50.793,31.758,58.806,1.32,98.68,5.392,2.803,5.935,2.918,82.936,0.079,91.304,8.696,0.414,0.159,7.281,8.504,83.043,3.829,6.05,31.128,16.635,14.493,15.677,16.643,17.573,82.427,65.355,34.391,8.303,14.256,29.594,17.299,15.546,2.667,12.876,0.088,1.762,0.555,1.205,0.092,12.15,0.389,2.165,9.424,0.03,1.328,0.659,0.432,0.88,0.003,0.199,0.099,0.043,0.056,0.004,0.423,0.155,0.267,0.165,0.492,1.267,0.315,1.021,0.087,1.054,0.335,0.776,58.03,3.129,1.626,3.444,1.693,48.127,0.046,0.042,0.004,0.24,0.092,3.89,4.544,44.371,0.232,1.192,0.637,0.555,0.6,0.637,0.112,0.525,0.343,0.181,0.015
,M02095583,Clust5N1 KO:Hom,Hom,Male,2015-07-13,MOEA,28.697,41.061,95.491,56.729,90.756,15.088,84.895,0.695,9.323,31.348,68.767,7.015,42.918,1.786,23.241,74.956,0.264,4.509,46.342,27.615,71.716,0.052,0.41,56.639,27.132,31.437,68.563,0.898,72.868,28.205,71.906,33.779,2.27,14.875,85.242,28.253,32.554,11.031,67.446,33.76,57.139,1.265,98.735,3.947,2.721,8.619,3.925,80.84,0.123,94.712,5.288,0.283,0.138,6.463,11.24,81.029,5.746,8.261,31.982,15.958,16.024,16.682,10.169,23.268,76.732,64.991,34.583,9.36,15.063,27.403,15.545,14.108,2.129,11.977,0.098,1.449,0.454,0.997,0.102,11.761,0.21,2.733,8.815,0.031,1.294,0.6,0.357,0.928,0.001,0.208,0.111,0.035,0.076,0.001,0.299,0.084,0.215,0.101,0.338,1.935,0.641,0.898,0.099,1.86,0.628,0.723,56.416,2.227,1.535,4.862,2.214,45.607,0.069,0.066,0.004,0.16,0.078,3.357,5.839,42.092,0.475,1.838,0.917,0.921,0.959,0.584,0.136,0.448,0.291,0.155,0.015
,M02095585,Clust5N1 KO:Hom,Hom,Female,2015-07-13,MOEA,31.747,34.996,94.596,62.552,89.105,29.077,70.557,1.032,10.948,43.323,56.613,8.784,36.89,6.881,19.2,68.374,0.424,5.404,57.237,34.816,62.988,0.427,0.312,60.213,45.241,36.407,63.83,2.6,54.759,66.406,33.398,11.719,1.861,28.175,71.968,40.086,34.599,10.607,65.401,33.669,57.266,1.725,98.275,5.393,2.321,4.025,2.188,85.812,0.317,94.776,5.224,0.644,0.181,8.056,6.65,84.235,4.963,9.711,33.667,20.269,13.398,15.346,11.827,15.446,84.554,59.436,40.161,21.906,12.004,30.031,18.785,16.738,4.867,11.81,0.173,2.057,0.891,1.164,0.181,11.078,0.762,2.127,7.575,0.047,1.716,0.982,0.597,1.081,0.007,0.35,0.141,0.051,0.09,0.004,0.171,0.113,0.057,0.02,0.524,1.339,0.746,0.723,0.077,1.366,0.46,0.988,56.278,3.035,1.306,2.265,1.231,48.293,0.179,0.169,0.009,0.362,0.102,4.359,3.598,45.573,0.482,1.671,1.006,0.665,0.762,0.587,0.091,0.496,0.295,0.199,0.044
,M02095586,Clust5N1 KO:Hom,Hom,Female,2015-07-13,MOEA,27.278,35.945,93.829,60.332,89.39,32.514,67.315,1.616,10.675,51.325,48.716,9.808,39.102,7.118,25.909,63.889,1.339,6.171,50.812,39.05,59.208,0.297,0.33,52.814,50.758,40.04,60.159,2.789,49.242,87.269,12.731,4.312,2.122,25.452,74.69,39.387,32.848,11.598,67.152,37.065,60.624,1.695,98.305,4.342,2.36,8.482,3.501,81.227,0.237,93.617,6.383,0.579,0.174,7.223,11.965,79.723,5.718,10.131,33.92,19.615,14.305,13.046,12.136,22.526,77.474,58.153,41.476,12.108,11.603,25.594,15.442,13.803,4.488,9.292,0.223,1.648,0.846,0.803,0.162,10.008,0.712,2.593,6.394,0.134,1.683,0.855,0.657,0.997,0.005,0.371,0.167,0.067,0.101,0.005,0.162,0.142,0.021,0.007,0.54,1.585,0.836,0.892,0.103,1.824,0.676,1.027,59.597,2.588,1.406,5.055,2.087,48.408,0.141,0.132,0.009,0.345,0.104,3.988,6.605,44.009,0.579,1.94,1.122,0.818,0.746,0.694,0.156,0.538,0.313,0.223,0.027
Ifi27,M02095922,Ifi27(b):Hom,Hom,Female,2015-07-13,MUHL,21.532,35.396,92.4,61.332,87.541,47.544,52.003,1.588,12.462,59.009,41.013,12.385,37.896,10.31,35.656,49.759,0.769,7.6,51.355,42.738,54.777,0.244,0.597,55.724,63.54,35.062,65.026,2.548,36.46,90.352,9.342,3.522,3.452,25.336,74.809,39.191,30.175,13.969,69.825,36.203,61.494,2.39,97.61,6.832,2.707,7.071,3.552,79.607,0.349,96.656,3.344,0.826,0.166,10.28,11.209,77.297,8.711,6.37,29.74,19.513,10.227,18.809,12.415,17.028,82.972,54.815,45.005,11.3,9.432,19.895,12.202,10.682,5.079,5.555,0.17,1.521,0.897,0.624,0.188,7.54,0.777,2.688,3.752,0.058,1.636,0.84,0.699,0.896,0.004,0.649,0.379,0.133,0.247,0.01,0.218,0.197,0.02,0.008,0.875,2.583,1.353,1.297,0.181,3.002,1.087,1.47,60.024,4.101,1.625,4.244,2.132,47.783,0.209,0.202,0.007,0.496,0.1,5.706,6.222,42.905,0.555,2.591,1.7,0.891,1.638,1.081,0.184,0.897,0.492,0.404,0.046
Wrap53,M02097000,Wrap53(b):Het,Het,Male,2015-07-13,MUHT,24.392,45.807,95.139,54.835,89.124,28.29,71.772,1.058,10.923,48.345,51.607,9.472,44.7,6.671,36.203,54.337,0.485,4.861,48.327,32.921,65.448,0.225,0.474,65.211,70.344,26.573,73.526,1.698,29.656,88.389,11.611,1.659,2.99,16.732,83.391,34.612,23.254,20.105,76.746,42.979,60.772,1.432,98.568,4.013,2.287,8.087,4.05,81.615,0.127,96.491,3.509,0.407,0.192,7.191,11.531,79.951,8.174,8.25,38.184,26.834,11.349,12.238,10.167,15.604,84.396,58.65,40.97,6.961,13.994,23.206,12.725,11.341,3.208,8.14,0.12,1.39,0.672,0.717,0.132,10.373,0.692,3.755,5.636,0.05,1.186,0.573,0.39,0.776,0.003,0.626,0.334,0.089,0.245,0.006,0.141,0.124,0.016,0.002,0.5,2.494,1.035,0.824,0.166,2.72,1.169,0.87,59.902,2.404,1.37,4.844,2.426,48.889,0.076,0.073,0.003,0.244,0.115,3.821,6.127,42.478,0.674,3.121,2.193,0.928,1,0.831,0.13,0.701,0.411,0.287,0.02
Cxcr2,M02101097,Cxcr2:Het,Het,Male,2015-07-13,MFFS,29.415,47.499,95.992,58.715,89.545,23.964,75.874,0.781,10.467,38.456,61.179,7.165,40.837,5.351,26.641,65.93,0.541,4.008,44.699,41.419,57.591,0.565,0.365,57.791,52.377,28.447,71.379,2.269,47.623,59.309,39.539,28.407,2.893,16.878,83.341,29.067,25.411,16.167,74.589,39.721,54.312,1.508,98.492,4.412,2.187,6.883,3.531,82.95,0.155,97.189,2.811,0.728,0.143,9.161,8.639,80.902,7.253,9.181,31.092,22.318,8.774,14.816,11.196,18.254,81.746,63.464,36.127,4.102,17.73,28.236,16.579,14.846,3.558,11.264,0.116,1.735,0.667,1.062,0.124,11.531,0.617,3.072,7.602,0.062,1.179,0.527,0.488,0.679,0.007,0.402,0.191,0.054,0.136,0.004,0.174,0.103,0.069,0.049,0.488,2.411,0.841,0.963,0.156,2.826,1.123,0.819,53.493,2.36,1.17,3.682,1.889,44.373,0.083,0.081,0.002,0.389,0.077,4.392,4.142,38.785,0.666,2.255,1.619,0.636,1.075,0.812,0.148,0.664,0.421,0.24,0.01
Cxcr2,M02101152,Cxcr2:Het,Het,Male,2015-07-13,MFFS,29.809,44.356,96.097,58.364,89.622,26.447,73.409,0.805,10.421,38.837,60.914,5.892,41.146,5,23.071,69.774,0.956,3.903,46.447,38.338,59.713,0.115,0.211,67.899,62.401,30.127,70.127,2.278,37.599,68.908,30.252,12.185,2.219,15.683,84.528,28.061,31.743,16.463,68.257,39.837,54.312,1.771,98.229,3.941,2.199,7.977,3.909,81.731,0.412,97.117,2.883,0.617,0.153,6.992,11.341,80.252,8.246,5.142,38.964,25.633,13.332,8.986,10.292,15.161,84.839,56.435,43.148,9.12,16.305,28.645,16.718,14.984,3.963,10.999,0.121,1.742,0.677,1.061,0.103,11.787,0.589,2.719,8.224,0.113,1.163,0.54,0.446,0.695,0.001,0.417,0.132,0.04,0.092,0.003,0.079,0.055,0.024,0.01,0.348,1.876,0.623,0.856,0.141,1.841,0.733,0.962,53.35,2.103,1.173,4.256,2.086,43.603,0.22,0.213,0.006,0.329,0.082,3.461,5.614,39.724,0.424,3.213,2.114,1.099,0.741,0.849,0.129,0.72,0.406,0.311,0.028
Trappc9,M02102372,Trappc9:Hom,Hom,Male,2015-07-13,MFWT,31.259,47.166,96.288,58.518,90.007,23.209,76.804,0.887,10.061,35.647,64.428,7.092,40.987,4.177,24.005,70.021,0.403,3.712,44.872,40.218,57.828,0.517,0.421,50.672,48.811,34.578,65.097,1.299,51.189,79.412,20.433,10.062,2.129,23.81,76.409,21.306,39.232,17.912,60.768,43.483,55.721,1.569,98.431,5.345,2.479,6.571,3.583,81.865,0.289,94.105,5.895,0.676,0.163,8.889,9.35,80.413,4.958,7.537,29.165,15.409,13.756,13.46,16.411,24.621,75.379,64.511,35.054,2.791,17.679,30.098,17.613,15.853,3.679,12.176,0.141,1.772,0.632,1.142,0.126,12.336,0.515,2.961,8.638,0.05,1.16,0.521,0.467,0.671,0.006,0.325,0.205,0.071,0.134,0.003,0.215,0.171,0.044,0.022,0.507,1.627,0.454,1.004,0.18,1.555,0.676,0.874,54.847,2.931,1.36,3.604,1.965,44.9,0.158,0.149,0.009,0.371,0.09,4.512,4.745,40.814,0.374,1.446,0.764,0.682,0.667,0.814,0.2,0.613,0.396,0.215,0.006
Bivm,M02092936,Bivm(b):Hom,Hom,Female,2015-07-15,MUGK,31.748,40.202,95.348,57.112,89.98,28.486,71.529,1.335,10.092,39.32,61.024,7.833,42.496,5.851,24.484,66.527,0.676,4.652,51.253,36.831,61.747,0.406,0.353,40.886,47.448,33.665,66.733,2.39,52.552,82.554,17.626,11.691,1.616,26.326,73.819,40.458,32.587,10.972,67.413,33.3,51.982,2.741,97.259,4.499,1.847,6.584,3.154,83.858,0.18,94.139,5.861,0.478,0.179,10.916,8.124,79.887,4.891,12.424,25.445,18.393,7.052,12.137,14.226,17.949,82.051,53.693,46.117,8.83,14.282,30.271,17.288,15.556,4.431,11.127,0.208,1.745,0.686,1.065,0.137,12.864,0.753,3.15,8.558,0.087,1.477,0.757,0.544,0.912,0.006,0.324,0.167,0.056,0.112,0.004,0.185,0.153,0.033,0.022,0.425,1.193,0.654,0.649,0.071,1.342,0.447,1.425,50.557,2.275,0.934,3.329,1.595,42.396,0.091,0.086,0.005,0.242,0.09,5.857,4.359,42.862,0.608,1.245,0.9,0.345,0.594,0.696,0.125,0.571,0.307,0.263,0.023
Bivm,M02092937,Bivm(b):Hom,Hom,Female,2015-07-15,MUGK,30.816,38.634,94.98,57.185,89.509,30.897,69.092,1.279,10.551,44.394,55.587,10.306,42.357,8.163,21.854,65.09,0.602,5.02,50.808,42.943,55.505,0.194,0.44,50.022,53.712,42.031,57.828,1.693,46.288,91.653,8.511,3.601,1.869,22.397,77.817,38.392,30.175,15.495,69.825,39.44,52.198,2.292,97.708,5.453,1.984,6.536,2.772,83.122,0.214,97.859,2.141,0.497,0.156,11.585,9.059,78.365,6.249,11.454,37.254,32.127,5.127,12.779,11.771,17.918,82.082,54.702,44.953,8.829,13.315,29.269,16.738,14.982,4.629,10.351,0.192,1.766,0.784,0.982,0.182,12.397,1.012,2.709,8.07,0.075,1.547,0.786,0.664,0.859,0.003,0.511,0.236,0.099,0.137,0.004,0.204,0.187,0.017,0.007,0.419,1.455,0.718,0.664,0.103,1.537,0.606,1.196,51.002,2.781,1.012,3.334,1.414,42.394,0.109,0.107,0.002,0.254,0.08,5.975,4.673,40.42,0.716,2.328,2.008,0.32,0.799,0.736,0.132,0.604,0.33,0.271,0.024
A730017C20Rik,M02093646,A730017C20Rik(b):Hom,Hom,Female,2015-07-15,MUFO,28.776,44.075,94.845,54.327,88.553,27.085,72.974,1.272,11.501,42.787,57.682,11.083,45.206,5.055,26.092,66.646,0.87,5.155,49.753,36.899,61.91,0.382,0.369,51.836,66.968,25.606,74.394,1.213,33.032,88.525,11.475,4.372,2.45,17.045,83.077,51,23.202,15.24,76.798,37.628,51.75,2.253,97.747,7.991,2.544,6.348,2.646,80.386,0.088,88.806,11.194,0.486,0.168,13.74,8.113,77.201,6.786,9.891,30.952,23.931,7.02,11.984,17.001,15.045,84.955,60.743,38.885,7.643,14.113,27.293,14.827,13.13,3.556,9.581,0.167,1.705,0.73,0.984,0.189,12.338,0.624,3.219,8.223,0.107,1.483,0.738,0.547,0.918,0.006,0.454,0.247,0.063,0.184,0.003,0.122,0.108,0.014,0.005,0.418,2.036,1.25,0.692,0.105,2.29,0.862,1.166,50.584,4.042,1.287,3.211,1.338,40.663,0.045,0.04,0.005,0.246,0.085,7.23,4.269,40.626,0.671,2.1,1.624,0.476,0.813,1.154,0.174,0.98,0.595,0.381,0.029
