Mouse,Genotype,Colony_Prefix,Sex,Gene_Name,period,start,Age_In_Weeks,low_survival_spotted,start_weight,weigth_min,w_d7,auc_d7,Average_Histo_Score,E_score_Histo,M_score_Histo,surv_days,pre_d10_death
M01874799,Camsap3:Hom,MFTU,Male,Camsap3,C,2014-09-15,8.6,NA,22.7,-0.23348017621145378,-0.07488986784140966,0.024229074889868106,12,3,3,9,TRUE
M01875412,Trim56:Hom,MGMD,Male,Trim56,C,2014-09-08,8.9,NA,25.8,-0.2248062015503876,-0.14341085271317827,-0.20736434108527144,10.350000000000001,1.85,2.5,8,TRUE
M01875413,Trim56:Hom,MGMD,Male,Trim56,C,2014-09-08,8.9,NA,25.5,-0.2509803921568627,-0.10588235294117644,-0.17450980392156853,11.6,2.6,3,9,TRUE
M01875414,Trim56:Hom,MGMD,Female,Trim56,C,2014-09-08,8.9,NA,17.3,-0.15606936416184977,-0.03468208092485557,0.040462427745664595,5.95,0.45,1.5,10,FALSE
M01875416,Trim56:Hom,MGMD,Female,Trim56,C,2014-09-08,8.9,NA,20.5,-0.15121951219512203,-0.07804878048780495,-0.19999999999999998,8.649999999999999,1.6500000000000001,2,10,FALSE
M01876662,Rbmx(b):Hom,MUAG,Female,Rbmx,C,2014-09-08,8.6,NA,18.6,-0.16129032258064524,-0.010752688172043163,0.10752688172042933,9.2,1.7,2.5,10,FALSE
M01876673,Rbmx(b):Hemi,MUAG,Male,Rbmx,C,2014-09-08,8.6,NA,20.6,-0.14563106796116504,-0.04368932038834961,0.11407766990291199,6.8,0.8,2,10,FALSE
M01876674,Rbmx(b):Hemi,MUAG,Male,Rbmx,C,2014-09-08,8.6,NA,20.9,-0.2392344497607655,-0.08612440191387546,-0.10047846889952101,10.65,2.65,2,9,TRUE
M01876676,Rbmx(b):Hom,MUAG,Female,Rbmx,C,2014-09-08,8.6,NA,18.3,-0.13114754098360656,0.02185792349726768,0.18032786885245877,4.55,1.05,1,10,FALSE
M01877435,Spata25:Hom,MGJR,Female,Spata25,C,2014-09-15,8.7,NA,20.7,-0.20772946859903385,-0.11594202898550718,-0.15942028985507234,11.65,2.65,3,8,TRUE
M01877437,Spata25:Hom,MGJR,Female,Spata25,C,2014-09-15,8.7,NA,23.2,-0.20689655172413796,-0.12931034482758622,-0.27155172413793094,6.6,1.1,1.5,8,TRUE
M01877438,Spata25:Hom,MGJR,Male,Spata25,C,2014-09-15,8.4,NA,24.9,-0.08433734939759029,0.004016064257028169,0.1224899598393579,8.2,1.2,2,10,FALSE
M01877439,Spata25:Hom,MGJR,Male,Spata25,C,2014-09-15,8.4,NA,25.6,-0.05468750000000008,0,0.0742187499999998,8.85,1.85,2,10,FALSE
M01877708,Tgm6:Hom,MGKM,Male,Tgm6,C,2014-09-08,8.6,NA,27.7,-0.025270758122743656,0.014440433212996467,0.06137184115523482,5.55,0.55,1.5,10,FALSE
M01877710,Tgm6:Hom,MGKM,Female,Tgm6,C,2014-09-08,8.6,NA,20,-0.06999999999999992,-0.030000000000000072,0.0799999999999998,3.5,0,0.5,10,FALSE
M01877711,Tgm6:Hom,MGKM,Female,Tgm6,C,2014-09-08,8.6,NA,19.3,-0.025906735751295335,0,0.17616580310880803,4.8,0.3,1,10,FALSE
M01877727,Tgm6:Hom,MGKM,Male,Tgm6,C,2014-09-08,8.6,NA,24.6,-0.08536585365853663,0.01626016260162596,0.17073170731707255,4.3,0.3,1,10,FALSE
M01880071,WT,CBLT,Male,,C,2014-09-15,7.1,NA,26.2,-0.22519083969465645,-0.22519083969465645,-0.29961832061068683,8.95,1.95,2,7,TRUE
M01880136,Supt5:Het,MFJT,Male,Supt5,C,2014-09-22,8.9,NA,22.4,-0.22321428571428573,-0.08482142857142852,-0.12723214285714263,11.65,2.65,3,9,TRUE
M01880138,Supt5:Het,MFJT,Male,Supt5,C,2014-09-22,8.9,NA,23.9,-0.21757322175732216,-0.14644351464435149,-0.17782426778242635,8.75,1.75,2,8,TRUE
M01880140,Supt5:Het,MFJT,Female,Supt5,C,2014-09-22,8.9,NA,20.1,-0.16915422885572148,-0.07462686567164178,-0.1268656716417916,7.75,1.25,1.5,10,FALSE
M01880142,Supt5:Het,MFJT,Female,Supt5,C,2014-09-22,8.9,NA,20.7,-0.26086956521739124,-0.1256038647342994,-0.23188405797101425,9.85,1.85,2.5,9,TRUE
M01880469,WT,CBSC,Male,,C,2014-09-22,9.1,NA,27.7,-0.014440433212996338,0.010830324909747318,0.03429602888086646,4.8,0.3,0.5,10,FALSE
M01880470,WT,CBSC,Male,,C,2014-09-22,9.1,NA,27.7,-0.04332129963898915,-0.007220216606498169,0.03971119133574032,4.35,0.35,1,10,FALSE
M01880473,WT,CBSC,Female,,C,2014-09-22,9.1,NA,22.2,-0.05855855855855859,-0.018018018018017955,-0.027027027027026775,6.050000000000001,0.55,1.5,10,FALSE
M01880474,WT,CBSC,Female,,C,2014-09-22,9.1,NA,24.5,-0.11836734693877546,-0.09387755102040819,-0.33265306122448995,4.35,0.35,1,10,FALSE
M01881477,WT,CBLT,Female,,C,2014-09-08,6.6,NA,18.5,-0.1891891891891892,-0.03243243243243251,0.21621621621621603,9.15,1.65,2.5,10,FALSE
M01881478,WT,CBLT,Female,,C,2014-09-08,6.6,NA,20.2,-0.06930693069306924,-0.019801980198019733,0.004950495049505196,5.15,0.65,1,10,FALSE
M01882040,WT,CBLT,Male,,C,2014-09-01,6.9,NA,23,-0.05217391304347823,0.017391304347826025,0.1434782608695651,10.45,1.95,3,10,FALSE
M01882041,WT,CBLT,Male,,C,2014-09-01,6.9,NA,22.1,-0.02714932126696839,0.036199095022624306,0.24434389140271462,6,1,1,10,FALSE
M01882195,Dpm1(b):Het,MUFC,Male,Dpm1,C,2014-09-15,8.6,NA,27.7,-0.0685920577617328,-0.018050541516245487,0.10649819494584847,9.9,1.9,2.5,10,FALSE
M01882197,Dpm1(b):Het,MUFC,Male,Dpm1,C,2014-09-15,8.6,NA,29.2,-0.08561643835616438,-0.020547945205479378,0.01712328767123294,5,0.5,1,10,FALSE
M01882199,Dpm1(b):Het,MUFC,Female,Dpm1,C,2014-09-15,8.6,NA,23.2,-0.08620689655172414,-0.012931034482758652,0.023706896551724248,11.2,2.2,3,10,FALSE
M01882200,Dpm1(b):Het,MUFC,Female,Dpm1,C,2014-09-15,8.6,NA,20.5,-0.1317073170731707,-0.05365853658536592,-0.17317073170731712,10.1,2.1,2.5,10,FALSE
M01882210,Celf4:Het,MGBQ,Female,Celf4,C,2014-09-29,8.9,NA,21.5,-0.06511627906976737,-0.03720930232558143,-0.10232558139534889,3.05,0.05,0.5,10,FALSE
M01882218,Celf4:Het,MGBQ,Male,Celf4,C,2014-09-29,9.9,NA,25.9,0,0.003861003861003916,0.11003861003861037,6.449999999999999,0.95,1,10,FALSE
M01882219,Celf4:Het,MGBQ,Male,Celf4,C,2014-09-29,9.9,NA,25,-0.08400000000000006,0.0040000000000000565,0.21,8.65,1.65,2,10,FALSE
M01882220,Celf4:Het,MGBQ,Female,Celf4,C,2014-09-29,9.9,NA,22.8,-0.0701754385964913,-0.03508771929824565,-0.03947368421052665,3.1,0.1,0.5,10,FALSE
M01882597,Izumo1r:Hom,MFVS,Male,Izumo1r,C,2014-09-22,9,NA,25.6,-0.07421875000000008,0.011718749999999889,0.04101562499999975,8.9,1.4,2.5,10,FALSE
M01882598,Izumo1r:Hom,MFVS,Male,Izumo1r,C,2014-09-22,9,NA,23.6,-0.06779661016949158,-0.01694915254237297,0.0042372881355929055,6.05,1.05,0.5,10,FALSE
M01882822,Izumo1r:Hom,MFVS,Female,Izumo1r,C,2014-09-22,9.4,NA,22.6,-0.11061946902654866,-0.061946902654867346,-0.07964601769911546,7.550000000000001,1.05,2,10,FALSE
M01883157,WT,CBLT,Female,,C,2014-09-01,6.6,NA,15.8,0.018987341772151944,0.050632911392405104,0.34810126582278467,5.6,0.6,1,10,FALSE
M01883158,WT,CBLT,Female,,C,2014-09-01,6.6,NA,18.2,0.005494505494505573,0.021978021978022098,0.22527472527472547,5.4,0.4,1,10,FALSE
M01883588,WT,CBLT,Male,,C,2014-09-08,6.4,NA,21.5,-0.013953488372093056,0.013953488372093056,0.11395348837209307,6,1,0.5,10,FALSE
M01883589,WT,CBLT,Male,,C,2014-09-08,6.4,NA,20.9,-0.038277511961722355,-0.009569377990430589,-0.0478468899521526,4.05,0.55,0.5,10,FALSE
M01883792,Rpia:Het,MGQP,Male,Rpia,C,2014-09-15,8.7,NA,29.9,-0.18060200668896317,-0.11371237458193975,0.010033444816053769,7,1.5,1,10,FALSE
M01883793,Rpia:Het,MGQP,Male,Rpia,C,2014-09-15,8.7,NA,29.3,-0.11604095563139939,-0.06484641638225264,-0.06996587030716744,9.2,1.7,2.5,8,TRUE
M01883795,Rpia:Het,MGQP,Female,Rpia,C,2014-09-15,8.7,NA,26.2,-0.09923664122137396,-0.045801526717557224,-0.022900763358778477,5.85,0.35,1.5,10,FALSE
M01883796,Rpia:Het,MGQP,Female,Rpia,C,2014-09-15,8.7,NA,25,-0.04400000000000006,-0.0040000000000000565,-0.0340000000000002,1,0,0,10,FALSE
M01884072,Atxn3:Hom,MGEK,Male,Atxn3,C,2014-09-22,9,NA,25.2,-0.0634920634920634,-0.027777777777777752,-0.02579365079365053,4.9,0.4,1.5,10,FALSE
M01884073,Atxn3:Hom,MGEK,Male,Atxn3,C,2014-09-22,9,NA,24.8,-0.16129032258064516,-0.06854838709677416,-0.08669354838709693,9.85,1.35,3,10,FALSE
M01884079,Atxn3:Hom,MGEK,Female,Atxn3,C,2014-09-22,9,NA,20.2,0.004950495049505021,0.03960396039603964,0.18316831683168358,3.15,0.15,0.5,10,FALSE
M01884080,Atxn3:Hom,MGEK,Female,Atxn3,C,2014-09-22,9,NA,19.7,-0.050761421319796954,0.010152284263959355,-0.025380710659898477,5.15,0.65,1,10,FALSE
M01886369,Dhodh(b):Het,MUBN,Male,Dhodh,C,2014-09-22,8.3,NA,27.4,-0.062043795620437936,-0.032846715328467106,0.06386861313868639,2,0,0,10,FALSE
M01886374,Dhodh(b):Het,MUBN,Female,Dhodh,C,2014-09-22,8.3,NA,19.8,-0.13131313131313138,-0.050505050505050504,-1.7694179454963432e-16,8.95,1.45,2.5,10,FALSE
M01886375,Dhodh(b):Het,MUBN,Female,Dhodh,C,2014-09-22,8.3,NA,20.2,-0.11386138613861391,-0.07920792079207911,-0.12376237623762351,NA,NA,NA,10,FALSE
M01886411,Dhodh(b):Het,MUBN,Male,Dhodh,C,2014-09-22,8.3,NA,27.4,-0.14598540145985403,-0.0291970802919707,0.03649635036496403,9.5,2,2.5,10,FALSE
M01887644,Oaf:Hom,MGNL,Male,Oaf,C,2014-09-29,7.9,NA,23.3,-0.19313304721030042,-0.15879828326180254,-0.21673819742489295,10.2,2.2,2,8,TRUE
M01887646,Oaf:Hom,MGNL,Male,Oaf,C,2014-09-29,7.9,NA,26.2,-0.22519083969465645,-0.15648854961832054,-0.22328244274809148,9.4,1.4,2.5,8,TRUE
M01887650,Oaf:Hom,MGNL,Female,Oaf,C,2014-09-29,7.9,NA,18.3,-0.14754098360655743,-0.1092896174863388,-0.20765027322404395,5.75,0.25,1.5,10,FALSE
M01887651,Oaf:Hom,MGNL,Female,Oaf,C,2014-09-29,7.9,NA,18.4,-0.08695652173913032,-0.043478260869565064,-0.038043478260869144,2.15,0.15,0,10,FALSE
M01887915,WT,CBLT,Female,,C,2014-09-22,7.4,NA,18.6,-0.11827956989247326,-0.010752688172043163,0.021505376344085367,4.55,0.55,1,10,FALSE
M01888035,Col24a1(b):Hom,MUFB,Male,Col24a1,C,2014-09-29,9,NA,23.7,-0.02109704641350211,-0.016877637130801627,-0.02109704641350196,3.6,0.6,1,10,FALSE
M01888036,Col24a1(b):Hom,MUFB,Male,Col24a1,C,2014-09-29,9,NA,29.6,-0.07094594594594598,-0.037162162162162206,-0.10641891891891934,6.050000000000001,0.55,1.5,10,FALSE
M01888038,Col24a1(b):Hom,MUFB,Female,Col24a1,C,2014-09-29,9,NA,20.8,-0.07692307692307698,-0.04807692307692307,-0.17307692307692332,3.35,0.35,0,10,FALSE
M01888040,Col24a1(b):Hom,MUFB,Female,Col24a1,C,2014-09-29,9,NA,20.9,-0.06698564593301429,-0.04784688995215311,-0.13397129186602824,4.4,0.4,1,10,FALSE
M01888288,WT,CBLT,Female,,C,2014-09-15,7.1,NA,20.2,-0.004950495049504845,0.004950495049505021,0.3391089108910894,6.75,1.25,1.5,10,FALSE
M01888289,WT,CBLT,Female,,C,2014-09-15,7.1,NA,18.2,-0.005494505494505378,0.01098901098901095,0.07142857142857156,3.45,0.45,1,10,FALSE
M01890729,Repin1:Hom,MFTS,Female,Repin1,C,2014-09-29,8.7,NA,20.4,-0.21568627450980388,-0.21568627450980388,-0.4313725490196074,10.7,2.2,2.5,7,TRUE
M01891223,Ddx51:Het,MGMT,Female,Ddx51,C,2014-10-06,8.6,NA,20.4,-0.0637254901960783,-0.014705882352941037,0.022058823529412252,6.4,0.9,1.5,10,FALSE
M01891230,Ddx51:Het,MGMT,Male,Ddx51,C,2014-10-06,8.6,NA,27.3,-0.08424908424908427,-0.018315018315018316,0.15934065934065927,8.65,1.65,2,10,FALSE
M01891231,Ddx51:Het,MGMT,Male,Ddx51,C,2014-10-06,8.6,NA,24,-0.1875,-0.11249999999999998,-0.11041666666666652,11.7,2.7,3,8,TRUE
M01891233,Ddx51:Het,MGMT,Female,Ddx51,C,2014-10-06,8.6,NA,20.3,-0.05418719211822667,-0.04926108374384236,-0.09359605911330095,3.9,0.4,0.5,10,FALSE
M01891550,Dcaf11:Hom,MGEU,Male,Dcaf11,C,2014-10-06,9,NA,26.8,-0.11567164179104483,-0.014925373134328438,0.05597014925373127,9.600000000000001,1.6,3,10,FALSE
M01891551,Dcaf11:Hom,MGEU,Female,Dcaf11,C,2014-10-06,9,NA,22.5,-0.004444444444444508,0.004444444444444508,0.1133333333333332,5.35,0.35,1.5,10,FALSE
M01892687,WT,CBSC,Male,,C,2014-11-03,13.4,NA,29.8,-0.12751677852348994,-0.023489932885906017,0.10570469798657708,5.15,0.65,0.5,10,FALSE
M01892688,WT,CBSC,Male,,C,2014-11-03,13.4,NA,30.6,-0.18954248366013074,-0.08169934640522876,-0.06372549019607865,9.2,1.7000000000000002,2.5,10,FALSE
M01892690,WT,CBSC,Female,,C,2014-11-03,13.4,NA,26.4,-0.0946969696969697,-0.06818181818181808,-0.3219696969696966,9.4,1.4,2.5,10,FALSE
M01892691,WT,CBSC,Female,,C,2014-11-03,13.4,NA,25,-0.10400000000000005,-0.07599999999999994,-0.3540000000000001,5.35,0.85,1,10,FALSE
M01892694,WT,CBSC,Male,,C,2014-10-06,9.1,NA,26.4,-0.0946969696969697,-0.026515151515151488,0.0359848484848488,7.1,1.1,2,10,FALSE
M01892695,WT,CBSC,Male,,C,2014-10-06,9.1,NA,26.1,0.011494252873563109,0.04980842911877383,0.27011494252873525,5.75,0.75,0.5,10,FALSE
M01892714,WT,CBSC,Male,,C,2014-10-06,9.3,NA,24.3,-0.037037037037037125,-0.012345679012345708,-0.022633744855967183,3.75,0.25,0,10,FALSE
M01892715,WT,CBSC,Male,,C,2014-10-06,9.3,NA,26,-0.04615384615384613,-0.03461538461538456,-0.10576923076923064,7.050000000000001,1.05,2,10,FALSE
M01892716,WT,CBSC,Male,,C,2014-10-06,9.3,NA,27.3,-0.047619047619047644,-0.01465201465201473,-0.040293040293040414,3.9,0.4,1,10,FALSE
M01892717,WT,CBSC,Female,,C,2014-10-06,9.3,NA,19.4,-0.19072164948453607,-0.10824742268041226,0.038659793814433824,6.449999999999999,0.9500000000000001,1.5,10,FALSE
M01892718,WT,CBSC,Female,,C,2014-10-06,9.3,NA,19.1,-0.14136125654450277,-0.026178010471204185,0.17015706806282682,8.55,1.5499999999999998,2,10,FALSE
M01892719,WT,CBSC,Female,,C,2014-10-06,9.3,NA,20,-0.16999999999999993,-0.10999999999999996,-0.049999999999999906,9.75,2.25,2.5,10,FALSE
M01892720,WT,CBSC,Female,,C,2014-10-06,9.3,NA,20.8,-0.03846153846153849,-0.028846153846153914,-0.009615384615384923,8.8,1.3,2.5,10,FALSE
M01892721,WT,CBSC,Female,,C,2014-10-06,9.3,NA,19.5,-0.05641025641025648,-0.04102564102564106,0.05128205128205137,4.35,0.35,0,10,FALSE
M01894069,WT,CBLT,Female,,C,2014-09-22,7.3,NA,19,0.015789473684210565,0.07368421052631571,0.29999999999999993,3.55,0.05,1,10,FALSE
M01894183,Prrt2:Hom,MGKU,Male,Prrt2,C,2014-10-06,8.7,NA,22.3,-0.12107623318385646,-0.03139013452914795,-0.011210762331838642,11.399999999999999,2.4000000000000004,3,10,FALSE
M01894184,Prrt2:Hom,MGKU,Male,Prrt2,C,2014-10-06,8.7,NA,27.1,-0.04797047970479707,-0.003690036900369056,0.08302583025830218,5.5,1,1,10,FALSE
M01894186,Prrt2:Hom,MGKU,Female,Prrt2,C,2014-10-06,8.7,NA,21.9,0.036529680365296836,0.07762557077625584,0.3675799086757996,8.5,1.5,2,10,FALSE
M01894187,Prrt2:Hom,MGKU,Female,Prrt2,C,2014-10-06,8.7,NA,18.7,-0.22994652406417107,-0.13368983957219252,-0.18983957219251324,12,3,3,8,TRUE
M01895134,Spink14:Hom,MGPZ,Female,Spink14,C,2014-10-06,8.6,NA,25.2,-0.130952380952381,-0.10714285714285712,-0.017857142857142624,8.55,1.55,2,10,FALSE
M01895137,Spink14:Hom,MGPZ,Female,Spink14,C,2014-10-06,8.6,NA,22.7,-0.0881057268722467,-0.04405286343612335,0.14977973568281963,4.55,0.55,0.5,10,FALSE
M01896375,Grb7(b):Hom,PMAA,Female,Grb7,C,2014-10-13,8.4,NA,20.4,0.004901960784313796,0.02450980392156863,0.13970588235294146,4.35,0.35,1,10,FALSE
M01896612,WT,CBLT,Male,,C,2014-09-22,6.4,NA,24,-0.12916666666666674,-0.01250000000000003,0.11041666666666669,8.2,1.7000000000000002,1.5,10,FALSE
M01896613,WT,CBLT,Male,,C,2014-09-22,6.4,NA,24.2,-0.045454545454545366,0.02066115702479339,0.11363636363636379,6.4,0.9,1,10,FALSE
M01896976,WT,CBLT,Male,,C,2014-09-29,7.1,NA,23.9,-0.11715481171548106,-0.004184100418409953,0.04393305439330569,8.8,1.8,2,10,FALSE
M01896977,WT,CBLT,Male,,C,2014-09-29,7.1,NA,23.8,0.012605042016806753,0.01680672268907557,0.19747899159663848,7.65,1.15,1.5,10,FALSE
M01897116,Grb7(b):Hom,PMAA,Male,Grb7,C,2014-10-13,8.1,NA,21.1,-0.04265402843601906,-0.0331753554502371,0.011848341232226983,3.6,0.1,0,10,FALSE
M01897117,Grb7(b):Hom,PMAA,Male,Grb7,C,2014-10-13,8.1,NA,22.6,-0.07522123893805321,-0.008849557522124019,0.07522123893805259,2.65,0.15,0.5,10,FALSE
M01897120,Grb7(b):Hom,PMAA,Female,Grb7,C,2014-10-13,8.1,NA,20.3,-0.009852216748768438,0.0049261083743841316,0.1502463054187188,4.2,0.2,0,10,FALSE
M01897633,WT,CBSC,Male,,C,2014-10-13,9,NA,25.4,-0.03149606299212587,-0.011811023622047133,0.08070866141732314,4.449999999999999,0.44999999999999996,0.5,10,FALSE
M01897634,WT,CBSC,Male,,C,2014-10-13,9,NA,25.3,0.01185770750988145,0.039525691699604744,0.2964426877470353,4.4,0.4,1,10,FALSE
M01897635,WT,CBSC,Male,,C,2014-10-13,9,NA,25.9,-0.027027027027027,0.015444015444015528,0.09652509652509673,8.15,1.65,2,10,FALSE
M01897636,WT,CBSC,Male,,C,2014-10-13,9,NA,26.6,-0.026315789473684317,0.018796992481203006,0.1898496240601501,5.8,0.8,1,10,FALSE
M01897637,WT,CBSC,Male,,C,2014-10-13,9,NA,28.1,0.01779359430604982,0.03914590747330953,0.261565836298932,7.4,0.9,2,10,FALSE
M01897640,WT,CBSC,Female,,C,2014-10-13,9,NA,20.3,0.009852216748768438,0.04433497536945805,0.2733990147783248,5.300000000000001,0.8,0.5,10,FALSE
M01897641,WT,CBSC,Female,,C,2014-10-13,9,NA,20.7,-0.02898550724637671,0.004830917874396204,0.08937198067632873,7.35,0.8500000000000001,1.5,10,FALSE
M01897642,WT,CBSC,Female,,C,2014-10-13,9,NA,20.5,-0.014634146341463448,-0.014634146341463448,0.08048780487804863,5,0.5,1,10,FALSE
M01897922,Tead3:Hom,MFNP,Male,Tead3,C,2014-10-06,8.9,NA,23.8,-0.15126050420168072,-0.054621848739495826,-0.010504201680672494,7.45,0.95,2,10,FALSE
M01897924,Tead3:Hom,MFNP,Female,Tead3,C,2014-10-06,8.9,NA,19.7,-0.17766497461928935,-0.04568527918781719,-0.06345177664974583,5.15,0.65,0.5,10,FALSE
M01897938,Tex38:Hom,MFDZ,Male,Tex38,C,2014-10-20,9,NA,25,-0.16400000000000006,-0.027999999999999973,0.186,11.55,2.55,3,10,FALSE
M01897939,Tex38:Hom,MFDZ,Male,Tex38,C,2014-10-20,9,NA,26.5,-0.16603773584905654,-0.04905660377358493,0.032075471698113193,7.65,1.65,2,10,FALSE
M01897940,Tex38:Hom,MFDZ,Female,Tex38,C,2014-10-20,9,NA,20.7,-0.019323671497584474,0,0.1690821256038651,6.8,1.3,1,10,FALSE
M01897941,Tex38:Hom,MFDZ,Female,Tex38,C,2014-10-20,9,NA,21.5,-0.09302325581395349,-0.032558139534883686,-0.030232558139534897,5.6,1.1,1,10,FALSE
M01897949,Tead3:Hom,MFNP,Female,Tead3,C,2014-10-06,8.7,NA,21.4,-0.1261682242990654,-0.12149532710280364,-0.11214953271027975,6.1,1.1,1.5,10,FALSE
M01897951,Tead3:Hom,MFNP,Male,Tead3,C,2014-10-06,8.6,NA,24.7,-0.1497975708502024,-0.04858299595141698,-0.020242914979756874,10.8,2.3,3,10,FALSE
M01899678,Spink14:Hom,MGPZ,Male,Spink14,C,2014-10-06,8.1,NA,25.6,-0.17578125,-0.06250000000000006,0.08984374999999975,7.25,1.25,2,9,TRUE
M01899680,Spink14:Hom,MGPZ,Male,Spink14,C,2014-10-06,8.1,NA,23,-0.10869565217391304,-0.10869565217391304,-0.0847826086956523,9.85,2.35,2.5,7,TRUE
M01899711,Dcaf11:Hom,MGEU,Male,Dcaf11,C,2014-10-06,8.4,NA,27.4,-0.17153284671532845,-0.062043795620437936,0.012773722627737601,9.3,1.8,2,10,FALSE
M01899715,Dcaf11:Hom,MGEU,Female,Dcaf11,C,2014-10-06,8.4,NA,21.4,-0.1775700934579438,-0.07009345794392524,-0.11448598130841087,7.85,1.85,2,10,FALSE
M01899732,WT,CBLT,Male,,C,2014-09-15,7.1,NA,25.9,-0.23166023166023167,-0.1274131274131273,-0.08301158301158268,10.45,2.45,2.5,8,TRUE
M01901812,Ddah1:Hom,MGKQ,Male,Ddah1,C,2014-10-13,9,NA,30.3,-0.132013201320132,-0.03960396039603958,0.026402640264026365,10.8,2.3,3,10,FALSE
M01901814,Ddah1:Hom,MGKQ,Male,Ddah1,C,2014-10-13,9,NA,28.6,-0.10839160839160844,-0.10139860139860146,-0.127622377622378,5.4,0.9,1,10,FALSE
M01901815,Ddah1:Hom,MGKQ,Female,Ddah1,C,2014-10-13,9,NA,20.2,-0.04950495049504951,-0.019801980198019733,0.1831683168316835,7.449999999999999,0.95,2,10,FALSE
M01901816,Ddah1:Hom,MGKQ,Female,Ddah1,C,2014-10-13,9,NA,21.1,-0.05687203791469207,0.01421800947867285,0.1966824644549759,5.25,0.75,1,10,FALSE
M01902015,WT,CBLT,Female,,C,2014-09-29,6.9,NA,19.3,-0.010362694300518097,0.031088082901554293,0.1088082901554402,2.1,0.1,0,10,FALSE
M01902016,WT,CBLT,Female,,C,2014-09-29,6.9,NA,17.2,-0.06976744186046507,-0.029069767441860465,-0.32267441860465096,2,0,0,10,FALSE
M01902572,Tmem30a:Het,MGNA,Male,Tmem30a,C,2014-10-27,9,NA,25.3,-0.027667984189723292,0,0.15810276679841898,5.5,0.5,1,10,FALSE
M01902573,Tmem30a:Het,MGNA,Male,Tmem30a,C,2014-10-27,9,NA,27.8,-0.057553956834532426,-0.010791366906474845,0.03417266187050338,7.75,1.25,1.5,10,FALSE
M01902576,Tmem30a:Het,MGNA,Female,Tmem30a,C,2014-10-27,9,NA,20.2,-0.1435643564356435,-0.0643564356435644,0.07673267326732702,5.3,0.8,1,10,FALSE
M01902892,Tmem30a:Het,MGNA,Female,Tmem30a,C,2014-10-27,8.9,NA,21.2,-0.05660377358490563,0,0.07075471698113225,6.6,0.6,2,10,FALSE
M01903494,WT,CBSC,Male,,C,2014-10-20,9.6,NA,26.3,-0.03422053231939171,-0.02281368821292781,0.038022813688212795,3.8,0.3,0.5,10,FALSE
M01903495,WT,CBSC,Male,,C,2014-10-20,9.6,NA,27.7,-0.032490974729241826,-0.010830324909747318,0.016245487364621107,8.7,1.2,2.5,10,FALSE
M01903498,WT,CBSC,Female,,C,2014-10-20,9.6,NA,22,-0.06363636363636357,-0.06363636363636357,-0.08636363636363663,3.75,0.25,0,10,FALSE
M01903499,WT,CBSC,Female,,C,2014-10-20,9.6,NA,21.6,-0.07407407407407414,-0.050925925925925986,-0.15046296296296344,3.95,0.45,1,10,FALSE
M01903500,WT,CBSC,Female,,C,2014-10-13,8.6,NA,20.1,-0.02487562189054726,0.004975124378109346,0.09701492537313385,8.600000000000001,1.1,2,10,FALSE
M01903501,WT,CBSC,Female,,C,2014-10-13,8.6,NA,20.3,0,0.009852216748768438,0.09852216748768447,6.8,0.8,1.5,10,FALSE
M01903589,WT,CBLT,Male,,C,2014-10-06,7.1,NA,25.2,-0.015873015873015817,0.011904761904761934,-0.01785714285714276,6.25,0.75,1,10,FALSE
M01903590,WT,CBLT,Male,,C,2014-10-06,7.1,NA,22.5,0.008888888888888858,0.06222222222222216,0.23555555555555557,1.5,0,0,10,FALSE
M01903595,WT,CBLT,Female,,C,2014-10-06,7.1,NA,19.4,-0.06701030927835037,-0.010309278350515427,-0.036082474226803815,5.45,0.45,1.5,10,FALSE
M01903596,WT,CBLT,Female,,C,2014-10-06,7.1,NA,18.7,0.01604278074866314,0.026737967914438502,0.21122994652406432,4.9,0.4,1,10,FALSE
M01904880,Dhx33(b):Het,MUFU,Male,Dhx33,C,2014-10-13,8.1,NA,27.9,-0.1146953405017921,-0.01075268817204291,0.09139784946236601,9.149999999999999,1.6500000000000001,2.5,10,FALSE
M01904881,Dhx33(b):Het,MUFU,Male,Dhx33,C,2014-10-13,8.1,NA,26.5,-0.03773584905660377,-0.007547169811320728,0.08301886792452848,4.65,0.65,1,10,FALSE
M01904883,Dhx33(b):Het,MUFU,Female,Dhx33,C,2014-10-13,8.1,NA,20.1,-0.09950248756218905,-0.019900497512437915,0.1293532338308454,8,1,2,10,FALSE
M01904884,Dhx33(b):Het,MUFU,Female,Dhx33,C,2014-10-13,8.1,NA,21.9,-0.07305936073059352,-0.00913242009132417,-0.004566210045661764,5.8,0.8,1.5,10,FALSE
M01906624,Polr3g:Het,MGHL,Female,Polr3g,C,2014-10-13,8.1,NA,19.1,-0.13612565445026184,-0.026178010471204185,0.1230366492146592,5.5,0.5,1.5,10,FALSE
M01906754,Polr3g:Het,MGHL,Male,Polr3g,C,2014-10-13,8.9,NA,27.5,-0.07636363636363641,-0.032727272727272674,0.04545454545454545,8.95,1.45,2.5,10,FALSE
M01906759,Polr3g:Het,MGHL,Male,Polr3g,C,2014-10-13,8.9,NA,29.2,-0.10616438356164376,-0.020547945205479378,0.03424657534246606,10.649999999999999,2.1500000000000004,2.5,10,FALSE
M01906764,Polr3g:Het,MGHL,Female,Polr3g,C,2014-10-13,8.9,NA,20.3,0.009852216748768438,0.03940886699507393,0.15270935960591098,4.85,0.35,0.5,10,FALSE
