Gene_Name,Mouse,Genotype,zygosity,Sex,Assay_Date,Colony_Prefix,Vg5plus_Dendritic_epidermal_T_cell_xDETCx_count,CD45plus_Vg5minus_MHC_IIminus_cell_count,Count_of_Vg5plus_DETC_contacting_LC,Count_of_Vg5plus_DETC_not_contacting_LC,Langerhans_cell_xLCx_count,Vg5plus_DETC_to_LC,contacting_to_not_contacting_Vg5plus_DETC,CD45plus_Vg5minus_MHC_IIminus_cells_to_Vg5plus_DETC,Average_volume_of_Vg5plus_DETC,Average_volume_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_volume_of_Vg5plus_DETC_contacting_LC,Average_volume_of_Vg5plus_DETC_not_contacting_LC,Average_volume_of_LC,Average_roundness_of_Vg5plus_DETC,Average_roundness_of_CD45plus_Vg5minus_MHC_IIminus_cells,Average_roundness_of_Vg5plus_DETC_contacting_LC,Average_roundness_of_Vg5plus_DETC_not_contacting_LC,Average_roundness_of_LC,Average_no_of_branches_on_Vg5plus_DETC,Average_no_of_branches_on_Vg5plus_DETC_contacting_LC,Average_no_of_branches_on_Vg5plus_DETC_not_contacting_LC,Average_no_of_branches_on_LC,Average_branch_length_of_Vg5plus_DETC,Average_branch_length_of_Vg5plus_DETC_contacting_LC,Average_branch_length_of_Vg5plus_DETC_not_contacting_LC,Average_branch_length_of_LC
Mbl2,M02267769,Mbl2:Hom,Hom,Male,2016-02-10,DABB,96.3,0,64,32.3,77.7,1.3,2.55,0,12173.33,NA,13212,9925.33,13604.33,2.29,NA,2.29,2.25,2.91,3.44,5.45,2.85,9.83,16.18,14.55,16.41,14.45
Dlk1,M02259421,dlk1:Hom,Hom,Male,2016-02-08,DAAH,86.7,1,47.3,39.3,86.7,1.03,1.29,0.01,9030.67,3772.5,10049,8045.83,9013.17,2.25,1.97,2.35,2.16,2.53,2.32,4.22,1.77,6.67,15.91,14.34,15.69,13.28
Mkrn2,M02272226,WT,WT,Female,2016-02-15,MUBL,121,0.3,84.3,36.7,124.7,0.98,2.51,0,8824.33,4008,9369,7832.33,9476.83,2.31,2.05,2.41,2.12,2.93,2.44,3.78,1.93,9.64,18.21,16.78,17.68,14.56
Fam71b,M02273570,WT,WT,Male,2016-02-15,MGYH,74,0,50.3,23.7,60.3,1.23,2.26,0,10301.67,NA,10601,9028.33,11128.17,2.51,NA,2.59,2.32,3.28,3.22,4.89,2.76,9.19,17.05,15.27,15.93,14.95
Klk5,M02271232,Klk5:Hom,Hom,Female,2016-02-15,MGYV,112,5.7,55.3,56.7,77.3,1.45,0.95,0.05,7732.83,4594.33,8249.83,6902.5,6958.67,2.22,2.24,2.25,2.18,2.67,2.45,3.63,2.29,5.82,16.98,15.4,16.79,14.68
Pdzk1,M02272182,Pdzk1(b):Het,Het,Female,2016-02-15,PMCH,117,0,93,24,107.3,1.09,3.89,0,11053.5,NA,11243,9066,8390.5,2.75,NA,2.8,2.53,2.97,4.19,5.9,3.39,7.98,16.55,15,16.31,14.06
Fam47e,M02272820,Fam47e:Hom,Hom,Male,2016-02-15,MGYJ,113.7,0,70,43.7,59.7,1.94,1.61,0,9708.83,NA,10276.67,8822.33,15345,2.74,NA,2.84,2.63,3.18,3.6,5.35,3.23,9.93,17.5,16.12,17.43,15.64
Zfp219,M02265028,WT,WT,Male,2016-02-15,MHFJ,77.7,1,45.3,32.3,76,1.03,1.46,0.1,6908.83,3992,7475.17,6292.17,10320.83,2.35,2.62,2.37,2.3,3.03,2.41,3.87,2.2,8.08,15.13,14.01,14.91,14.06
Wdr89,M02271355,Wdr89:Hom,Hom,Female,2016-02-15,MGYQ,133.7,0,103,30.7,98.7,1.36,3.38,0,10970.83,NA,11272.67,9276.83,12384.17,2.62,NA,2.64,2.44,2.92,3.77,5.8,2.95,10.14,17.08,15.67,16.21,14.54
Usp19,M02269529,WT,WT,Female,2016-02-15,MHEX,81,2.7,57,24,120.7,0.7,3.6,0.03,7190.33,4737.17,7329,4936.67,6686,2.54,2.34,2.56,2.55,2.7,3.05,4.52,2.7,7.1,16.49,14.83,15.55,13.59
Npat,M02271822,Npat(b):Het,Het,Male,2016-02-15,MUGF,92.7,0,69.7,23,71.3,1.3,3.17,0,11196.5,NA,11807.5,9407.33,13408.67,2.83,NA,2.94,2.38,2.95,4.19,5.99,3.32,9.4,16.99,15.29,16.18,14.23
Alpk1,M02276239,Alpk1:Hom,Hom,Female,2016-02-15,DAAA,127.7,0,102.3,25.3,101.7,1.26,4.11,0,8349.33,NA,8615.5,7008.33,10438.67,2.65,NA,2.67,2.54,2.95,3.1,4.54,3.02,8.78,17.74,15.64,16.8,14.66
Gbp5,M02276294,Gbp5:Hom,Hom,Male,2016-02-17,DAAL,95.3,1.7,65.7,29.7,75,1.28,2.2,0.02,8602.83,4115.5,8885.17,7911.17,9694,2.46,2.47,2.56,2.19,2.84,3,4.56,2.54,7.33,16.59,14.94,15.47,14.3
Crls1,M02273348,Crls1:Het,Het,Male,2016-02-17,MHDD,99.3,2.3,54.3,45,43.3,2.34,1.23,0.02,9808.83,6082,10217.83,8909,13179.5,2.55,2.45,2.6,2.5,3.33,3.12,4.6,2.81,10.03,17.6,15.62,17.41,15.57
Gbp5,M02276292,Gbp5:Hom,Hom,Male,2016-02-17,DAAL,99,0.3,73,26,69.3,1.43,3.02,0,6461,3105,7034.83,5240.67,15513.33,2.45,2.67,2.5,2.29,3.2,2.47,3.73,1.92,10.33,17.36,15.87,16.65,15.6
Prss52,M02272650,Prss52:Hom,Hom,Male,2016-02-17,MGYE,101,2.7,68.3,32.7,87.3,1.16,2.12,0.03,5493.33,4403,5433.67,5611.67,8121.83,2.23,2.16,2.26,2.17,2.96,2.32,3.19,2.2,7.95,17.66,16.25,17.01,14.94
Fam71b,M02273582,Fam71b:Hom,Hom,Female,2016-02-17,MGYH,120.7,1.7,85.3,35.3,89.7,1.35,2.42,0.01,11839.17,7602.67,12477.83,10268,8857.5,2.51,3.14,2.51,2.52,2.48,4,6.01,3.7,7.73,15.47,13.8,15.8,13.17
Prss52,M02272655,Prss52:Hom,Hom,Female,2016-02-17,MGYE,101.7,7,74.7,27,104.7,0.93,2.68,0.16,7587.5,4526,7791,6636.33,13105.17,2.53,2.31,2.53,2.5,2.75,2.77,5.04,2.29,9.63,14.29,13.41,13.94,14.26
Ube2d1,M02277228,Ube2d1:Hom,Hom,Male,2016-02-17,MGVL,68.3,1.3,45,23.3,61.7,1.1,1.89,0.03,9779.67,4320,10220,8846.83,8664.33,2.73,3.41,2.81,2.63,2.97,4.04,6.31,3.34,7.88,15.43,13.82,15.39,14.06
Usp30,M02275155,Usp30(b):Hom,Hom,Male,2016-02-17,PMCD,89.3,0.7,48,41.3,90,1.02,1.18,0.01,7527.33,3521,8200.5,6590.67,6362.5,2.27,2.41,2.47,2.09,2.77,2.45,3.85,2.07,5.67,16.75,15.41,16.59,14.3
Brd2,M02272147,brd2:Het,Het,Male,2016-02-17,DAAE,65,0,44,21,72.7,0.87,2.07,0,8229,NA,8164,7584.17,8012.17,2.42,NA,2.42,2.47,2.91,2.78,3.82,2.63,7.38,18.15,15.69,18.25,14.3
Csmd1,M02272017,Csmd1:Hom,Hom,Male,2016-02-17,DAAC,110.3,2,86,24.3,97,1.14,3.77,0.02,9786,5623,10087,7476.33,7709.67,2.45,2.84,2.47,2.36,2.74,3.58,5.76,2.81,6.6,15.61,13.8,15.68,14.11
Dcn,M02279377,Dcn:Hom,Hom,Female,2016-02-17,DAAG,113.7,0,93,20.7,94.7,1.22,4.73,0,8499.5,NA,8753.17,6807,13796,2.65,NA,2.69,2.47,2.94,3.43,4.76,2.76,10.77,17.56,15.68,17.58,14.83
4930590J08Rik,M02272342,4930590J08Rik:Hom,Hom,Male,2016-02-17,MGRE,55,0,33.3,21.7,63.3,0.87,1.54,0,11358.17,NA,12224,9164.5,9366.67,2.47,NA,2.51,2.18,2.82,3.27,5.37,2.61,6.64,15.61,14.23,13.77,13.87
Usp30,M02275157,Usp30(b):Hom,Hom,Male,2016-02-17,PMCD,81,3.3,53.3,27.7,74,1.09,1.93,0.04,8671,5589.5,9121,7388.33,8703.5,2.44,2.1,2.54,2.3,2.76,2.75,4.05,2.31,6.65,17.67,15.86,16.93,14.26
Timmdc1,M02271746,Timmdc1(b):Het,Het,Male,2016-02-22,MUHV,90.3,0,47.3,43,48.7,2.06,1.33,0,11535,NA,12302.33,10797.83,14738.17,2.33,NA,2.38,2.2,3.21,3.09,4.94,2.8,10.17,17.92,16.62,17.95,16.46
Zfp879,M02276963,Zfp879(b):Hom,Hom,Male,2016-02-24,PMBP,73.7,1,52.7,21,87.7,0.83,2.48,0.02,10219.5,8704,10515,8973.83,13234.33,2.45,2.35,2.46,2.39,2.98,2.6,3.75,1.92,7.72,15.26,13.6,14.52,13.73
Macrod1,M02278368,Macrod1:Hom,Hom,Male,2016-02-22,DAAU,104.3,3.3,64,40.3,90.3,1.16,1.65,0.04,7893.83,6070.25,8779.5,6682.5,9622.5,2.39,2.46,2.43,2.28,2.55,2.4,4.59,1.99,8.64,16.04,15.04,15.57,14.09
Rab21,M02274145,WT,WT,Female,2016-02-22,PMCE,124.7,0.7,77.7,47,137.3,0.91,1.88,0.01,8979.5,4016.5,9646.67,7902.67,6705,2.19,1.9,2.26,2.12,2.42,2.49,3.83,2.23,4.83,16.36,14.29,16.75,13.72
Mbl2,M02282884,Mbl2:Hom,Hom,Male,2016-02-24,DABB,124,0,58.3,65.7,63.3,1.98,0.89,0,10928.33,NA,11489,10392,13231.83,2.02,NA,2.12,1.95,3.31,2.55,3.96,2.25,8.9,15.85,14.51,16.1,15.44
Pdzk1,M02274922,WT,WT,Male,2016-02-22,PMCH,98,0,62.7,35.3,91,1.08,1.82,0,12692.17,NA,13215.17,10832,8912.5,2.34,NA,2.35,2.29,2.66,3.07,4.52,2.67,6.27,16.13,14.49,16.29,13.63
Lpxn,M02279113,Lpxn(b):Hom,Hom,Female,2016-02-24,PMCF,105.3,0.3,71,34.3,88,1.2,2.57,0,15568.83,3297,15908.67,14841.17,14259.83,2.42,2.82,2.49,2.21,2.89,3.27,4.2,2.69,6.72,15.51,14.14,15.01,13.12
Gpr35,M02279785,Gpr35(b):Hom,Hom,Female,2016-02-24,PMCR,131.7,0.7,93,38.7,118,1.11,2.46,0,13867.17,4240.5,14582.5,11853.33,10980.67,2.28,2.06,2.3,2.24,2.81,3.11,4.4,2.58,7.29,15.55,14.13,14.99,13.14
Krt83,M02272270,5430421N21Rik(b):Hom,Hom,Female,2016-02-24,MUER,123,0,94.7,28.3,108.7,1.14,3.36,0,13453.17,NA,13798.17,11907.67,11437.17,2.46,NA,2.49,2.39,2.8,3.66,4.96,3.16,8.47,16.96,15.46,16.9,13.99
Dffb,M02278477,Dffb:Hom,Hom,Male,2016-02-24,DAAX,49.7,0.3,39.3,10.3,57,0.93,3.34,0.01,9841.33,6707,11083,8205,12155.83,2.16,1.9,2.23,1.9,3,2.28,3.93,2.18,5.78,14.12,14.62,13.56,13.59
Gm12253,M02278641,Gm12253:Hom,Hom,Female,2016-02-24,MGYK,107.3,0,82.3,25,120,0.89,3.35,0,9654,NA,9767.33,7800.67,8103.5,2.51,NA,2.57,2.29,2.68,3.26,4.87,2.94,7.18,16.49,14.96,14.9,13.52
Pdzk1,M02279895,WT,WT,Male,2016-02-22,PMCH,99.7,0.7,62.3,37.3,77.7,1.28,1.69,0.01,15058.33,13568.5,16137,12007.5,15949.33,2.44,2.64,2.51,2.22,2.71,3.35,4.04,2.9,6.51,15.42,14.06,15.37,12.7
Capn11,M02280692,Capn11(b):Hom,Hom,Female,2016-02-24,PMAU,109,0,83.7,25.3,110,0.99,3.58,0,12500.83,NA,12891,9913,12378,2.39,NA,2.42,2.18,2.92,3,4.08,2.27,7.76,16.28,14.78,14.98,13.66
Cgrrf1,M02271765,Cgrrf1(b):Hom,Hom,Male,2016-02-24,MUHO,47,0,38,9,56,0.84,4.22,0,6860,4927,7002.5,6516,8037,3.14,3.02,3.17,2.79,2.83,3.87,4.92,2.44,5.66,17.13,15.29,17.38,13.74
Hpf1,M02278170,2700029M09Rik:Hom,Hom,Female,2016-02-24,DAAN,126,1.3,74,52,94.3,1.5,1.52,0.01,9949.83,3808.5,10703.5,8929.17,6844.17,2.24,2.66,2.28,2.18,2.68,2.7,3.55,2.44,5.83,15.83,14.65,15.85,13.9
Brd2,M02276473,brd2:Het,Het,Male,2016-02-22,DAAE,104.7,0,63.3,41.3,84.3,1.25,1.54,0,10957.83,NA,11579.67,9174.67,11358.33,2.4,NA,2.52,2.26,2.75,2.85,4.16,2.44,7.09,17,15.49,16.71,13.76
Trim21,M02270297,trim21:Hom,Hom,Male,2016-02-22,DAAM,133,0.3,71,62,84,2.33,1.5,0.1,10854.17,5591,11762.5,9749.83,11308.17,2.45,2.19,2.49,2.36,2.68,3.32,5.02,2.91,7.55,17.28,15.21,17.11,14.24
Gbp5,M02276319,Gbp5:Hom,Hom,Female,2016-02-22,DAAL,121.7,1,83.7,38,106.7,1.14,2.53,0.01,15979.67,12867.25,16586,13208.67,14278.5,2.45,2.62,2.47,2.39,2.66,3.18,4.62,2.7,9.27,16.4,14.84,15.98,12.9
Klk5,M02277372,Klk5:Hom,Hom,Female,2016-02-24,MGYV,118.7,0.3,89.7,29,109.7,1.08,3.16,0,13597.83,8175,14623.5,10852.17,13295.33,2.42,2.88,2.44,2.35,2.89,3.56,4.52,2.97,8.51,15.91,14.65,15.58,13.4
Arap2,M02280604,Arap2(b):Hom,Hom,Female,2016-02-24,PMCK,141,1,89,52,110.7,1.29,1.74,0.01,9825,4927,10570,8908.33,9668.17,2.25,2.15,2.3,2.14,2.55,2.55,3.71,2.26,7.4,16.6,15.1,16.52,13.4
Gbp5,M02276317,Gbp5:Hom,Hom,Female,2016-02-22,DAAL,90,0.7,54.3,35.7,78.3,1.16,1.53,0.01,14372.17,13230.5,15793,12968.67,12708.17,2.46,2.3,2.55,2.32,2.8,3.4,4.72,2.97,6.25,16.07,14.66,14.9,13.27
Selenow,M02280637,WT,WT,Female,2016-02-22,MUHP,108.7,0,70.7,38,91,1.22,2.37,0,12730,NA,13220.33,10170.83,12599,2.41,NA,2.52,2.24,2.71,3.16,4.23,2.43,6.73,15.11,13.94,14.74,13.22
Hbs1l,M02286960,Hbs1l:Hom,Hom,Female,2016-03-01,METC,74,7.7,18.7,55.3,33.3,2.52,0.31,0.19,6982.17,5508.5,8208,6699.33,5083,2.78,2.6,2.67,2.79,2.42,2.7,3.52,2.59,4.51,15.42,11.14,15.59,12.09
Pdzk1,M02279906,Pdzk1(b):Het,Het,Male,2016-02-29,PMCH,83.7,1.3,60.3,23.3,86.3,0.98,2.7,0.03,7470.5,4760,7849.33,6741,9467,2.77,3.02,2.83,2.44,3.06,3.42,5.3,2.77,8.71,16.39,14.43,15.84,14.88
Gsdme,M02284195,Gsdme(b):Hom,Hom,Female,2016-02-29,PMBH,121.7,0.7,105.3,16.3,105.7,1.15,6.48,0,11126.17,3560.5,11334.5,8474.17,11544.17,2.56,2.49,2.6,2.34,2.91,3.66,5.85,2.51,10.02,15.84,14.2,14.84,14.44
Rbm33,M02284160,Rbm33(b):Het,Het,Female,2016-02-29,MUFQ,79.3,0,55.3,24,88,0.91,2.46,0,10331.5,NA,10744.17,9037,11412.17,2.41,NA,2.43,2.34,2.91,2.87,4.92,2.56,9.83,16.14,14.38,16.26,14.06
Klrb1a,M02288289,Klrb1a:Hom,Hom,Female,2016-02-29,MHAC,93.7,1,74,19.7,99.7,0.94,3.79,0.01,9627,4927,10610,6424.5,13721.5,2.73,2.34,2.72,2.76,2.82,3.66,6.54,2.76,10.42,15.65,14,15.02,14.19
Rbm33,M02284161,WT,WT,Female,2016-02-29,MUFQ,81.3,0.7,67.7,13.7,107.7,0.72,4.45,0.04,7503.17,3822,7793.33,6834.5,7178.33,2.55,2.73,2.59,2.29,2.61,3.19,5.45,3.05,7.32,16.37,14.59,15.47,14.19
Cyp11a1,M02282867,Cyp11a1(b):Het,Het,Male,2016-02-29,PMCU,68.7,1.7,52,16.7,71,0.97,3.9,0.03,11410,5441.67,11539,9908.83,11714.33,2.54,2.84,2.53,2.49,2.88,3.23,5.93,2.67,7.92,13.99,12.93,13.5,14.75
Csf2,M02280528,WT,WT,Male,2016-02-29,MHEM,73.3,0.3,48,25.3,50.7,1.47,2.04,0,11995,5856,12360.17,10907.67,14645.17,2.57,2.62,2.6,2.44,2.87,3.09,5.67,2.76,9.1,14.5,13.16,14.34,14.52
Npat,M02284214,Npat(b):Het,Het,Female,2016-02-29,MUGF,147.7,0,119.7,28,113.7,1.3,4.34,0,10417.17,NA,10641,9449,12174.17,2.59,NA,2.62,2.44,2.98,3.49,5.33,2.82,10.66,17.64,15.63,18.12,14.41
Pgap2,M02279766,WT,WT,Female,2016-02-29,PMAY,107.7,0,80,27.7,105.7,1.02,3.07,0,10450,NA,11494,8561,10247,2.45,NA,2.48,2.37,2.75,3.2,5.61,2.36,8.92,16.08,14.62,15.85,13.96
Plet1,M02282839,WT,WT,Male,2016-02-29,DABR,102.7,0.3,78,24.7,82.3,1.25,3.29,0,11521,4074,13448.33,7645.83,14115.17,2.4,2.56,2.4,2.34,2.73,3.45,6.87,2.61,9.61,14.16,12.88,14.1,14.18
Npat,M02284212,Npat(b):Het,Het,Female,2016-02-29,MUGF,127,8,87.7,39.3,116,1.09,2.37,0.07,5962,5858,6168,5348.17,10426,2.62,2.41,2.65,2.48,2.52,2.47,4.35,2,8.97,15.4,14.19,14.97,13.68
Pgap2,M02279765,Pgap2(b):Het,Het,Female,2016-02-29,PMAY,102.7,0,80,22.7,94.3,1.09,3.53,0,12095.83,NA,12587.17,8803.33,13577.67,2.62,NA,2.68,2.36,2.96,3.66,5.66,2.75,10.25,17.1,15.03,17.05,14.5
Klrb1a,M02288287,Klrb1a:Hom,Hom,Female,2016-02-29,MHAC,111,0.3,80.7,30.3,127.7,0.9,4.12,0,7148.33,3823,7212.33,7135.17,7974.67,2.11,2.4,2.11,2.05,2.65,2.08,3.32,1.89,7.47,16.04,14.27,16.02,14.17
Kif18b,M02279871,Kif18b:Het,Het,Male,2016-02-29,MGSX,116.7,0,84.7,32,72.7,1.62,2.78,0,12277.17,NA,12506.17,10575,13281,2.77,NA,2.79,2.7,3.03,4.16,6.36,3.82,10.22,16.72,14.81,16.17,14.63
Capza2,M02281618,Capza2(b):Het,Het,Female,2016-03-02,MUFS,105.7,1.7,66.7,39,76.3,1.4,1.75,0.02,9878,5572,11261.5,7720.67,14594.17,2.42,2.67,2.46,2.36,2.67,3.01,6.53,2.68,11.88,14.99,13.44,14.84,13.33
Gt(ROSA)26Sor,M02280883,ROSA26_Dre_C03:Het,Het,Male,2016-03-02,TAAN,83.3,0,48.3,35,78.3,1.07,1.38,0,9765.67,NA,10169.83,9021,10226,2.37,NA,2.49,2.26,2.96,2.87,4.81,2.57,8.6,16.16,14.97,15.15,14.78
Trim25,M02285891,Trim25(b):Hom,Hom,Male,2016-03-02,PMCV,92,1,63.7,28.3,70.3,1.32,2.45,0.01,5842.67,4498.75,6087,5506.83,12216.83,2.81,2.98,2.89,2.65,3.12,2.44,3.79,1.96,9.79,15.42,13.36,14.64,14.13
Fam160a1,M02284263,Fam160a1(b):Het,Het,Male,2016-03-02,MUGP,103,0,60.3,42.7,59.3,1.73,1.42,0,11480,NA,13298.33,9577,13296.33,2.3,NA,2.33,2.24,2.82,3.04,5.51,2.67,9.41,15.61,13.91,15.56,14.12
Herc1,M02286167,T1696G:Hom,Hom,Female,2016-03-02,DAAJ,124.3,0,72.3,52,100.7,1.24,1.5,0,9967.83,NA,10711.67,8377,7988.83,2.4,NA,2.5,2.31,2.46,2.87,5.14,2.5,5.63,15.33,13.89,15.09,13.86
Dcn,M02279412,Dcn:Hom,Hom,Female,2016-03-02,DAAG,128.7,0,96.3,32.3,129.7,0.99,3.07,0.1,12477.83,NA,13639.67,7277.33,7723.17,2.35,NA,2.4,2.23,2.5,3.35,6.64,2.4,6.25,14.21,13.13,14.16,12.94
Umodl1,M02288074,Umodl1:Hom,Hom,Male,2016-03-02,MGTC,94.3,0,70.7,23.7,75.3,1.26,3.01,0,8262,NA,8920.83,6495,9782.5,2.59,NA,2.67,2.47,3.09,3.21,4.64,2.47,9.6,17.67,15.68,17,14.75
Nrbp1,M02285896,Nrbp1(b):Het,Het,Male,2016-03-02,PMBF,86,0,72.3,13.7,78.3,1.1,5.35,0,11473.83,NA,11801.33,6749.33,11561.33,2.51,NA,2.56,2.12,2.92,3.25,4.89,2.03,8.93,17.21,14.97,16.5,14.92
Fkbp3,M02288686,Fkbp3:Hom,Hom,Male,2016-03-02,MGSC,78.7,1.3,49.7,29,54.3,1.51,1.68,0.02,10576,7533,11371,8945,14661,2.79,2.75,2.87,2.59,3.25,3.72,6.11,2.94,10.53,15.98,14.53,15.72,14.96
Cbr2,M02285871,Cbr2(b):Hom,Hom,Male,2016-03-02,PMCJ,88.3,0,63.7,24.7,87.7,1.01,2.58,0,7424.17,NA,8046.33,6207.67,9277,2.59,NA,2.63,2.48,2.8,2.56,4.32,1.91,7.35,15,13.84,13.56,12.94
Trim25,M02288316,Trim25(b):Hom,Hom,Male,2016-03-02,PMCV,95.3,0.3,62.7,32.7,70,1.37,2.29,0,10373.83,4196,11070.33,9656.67,9651.33,2.57,1.98,2.64,2.41,2.91,3.5,5.39,2.81,7.84,17.16,15.23,16.19,14.27
Hbs1l,M02287250,WT,WT,Male,2016-03-07,METC,74,0,56.7,17.3,67.7,1.17,4.34,0,13754,NA,14947.17,9244.5,13576.67,2.71,NA,2.76,2.4,3.01,3.42,6.26,2.4,9.77,14.62,13.14,14.2,14.27
Umodl1,M02288064,Umodl1:Hom,Hom,Male,2016-03-07,MGTC,65.3,0.7,36.3,29,55,1.22,1.34,0.01,5623.5,4381,5520.5,5851.33,13825.33,2.44,3.16,2.54,2.22,2.91,2.16,3.69,1.82,9.61,14.71,14.3,13.24,14.33
Dffb,M02285616,Dffb:Hom,Hom,Male,2016-03-07,DAAX,109,0,84,25,89,1.23,3.4,0,10672.33,NA,11269.83,8308.67,12271.33,2.32,NA,2.37,2.08,3.07,3.25,5.2,2.31,10.62,16.71,14.93,15.7,14.44
Dffb,M02285623,Dffb:Hom,Hom,Female,2016-03-07,DAAX,129.7,0,95.3,34.3,99,1.31,2.93,0,11112.33,NA,11562.83,8787.33,11070.83,2.53,NA,2.58,2.31,2.81,3.34,5.03,2.87,9.45,17.5,15.7,17.1,13.88
Myh7b,M02290007,Myh7b:Hom,Hom,Male,2016-03-07,MGXX,61.3,2,33,28.3,51.7,1.21,1.13,0.04,7468,4049.33,8220.67,6756.5,11473.33,2.65,2.78,2.79,2.52,3.01,2.76,4.44,2.59,8.18,16.19,14.26,16.66,14.53
Hbs1l,M02287252,WT,WT,Male,2016-03-07,METC,76.3,0.3,51.7,24.7,75.3,1.02,2.68,0,6791.83,3758,8511.33,5682.5,11639.33,2.5,2.35,2.58,2.2,2.79,2.34,3.83,1.77,8.26,15.75,14.03,15.94,14.46
Slamf9,M02291531,Slamf9(b):Hom,Hom,Female,2016-03-07,PMBJ,114.3,0,93.3,21,132,0.87,4.53,0,11264.33,NA,11441.83,10866.83,8043.33,2.6,NA,2.63,2.53,2.77,3.68,5.53,3.05,7.41,17.47,15.64,17.58,13.85
Myh7b,M02289996,Myh7b:Hom,Hom,Male,2016-03-07,MGXX,92.7,0,72,20.7,71.3,1.31,3.76,0,14346.67,NA,15496.33,8513.67,16510.33,2.62,NA,2.66,2.27,2.96,3.85,6.39,2.99,9.77,16.26,14.57,15.32,14.89
Glyatl3,M02282925,Glyatl3:Hom,Hom,Female,2016-03-07,DAAS,88.7,7.7,61.7,27,106.3,0.84,2.32,0.18,9489.67,8155.67,10177,7334.17,12057,2.29,2.11,2.34,2.16,2.58,2.64,4.9,2.12,9.56,15.26,13.94,14.56,13.64
Hbs1l,M02287117,WT,WT,Female,2016-03-07,METC,89,0,72.7,16.3,93.7,0.96,4.75,0,10583.33,NA,10689.17,9322.67,8158,2.51,NA,2.51,2.5,2.8,3.71,5.53,3.19,8.57,18.02,15.82,16.94,14.03
Kera,M02292178,Kera:Hom,Hom,Male,2016-03-09,DAAT,76.7,3,44.3,32.3,70,1.1,1.4,0.04,6430,5018.17,6696,6053.5,12417.17,2.55,2.43,2.55,2.53,2.81,2.35,4,2.27,8.62,13.59,12.74,13.15,14.26
Glyatl3,M02289251,Glyatl3:Hom,Hom,Male,2016-03-09,DAAS,103.7,0,63.7,40,74.7,1.39,1.79,0,9164.83,NA,9318.17,8500.5,10029.17,2.42,NA,2.54,2.22,2.77,3.07,4.42,2.86,6.9,16.45,14.58,16.05,14.39
Capn11,M02291953,Capn11(b):Hom,Hom,Male,2016-03-09,PMAU,109,0,85.3,23.7,95.3,1.14,3.83,0,10506.67,NA,10990.5,7702.83,10281.33,2.6,NA,2.63,2.45,2.85,3.94,5.75,2.76,8.56,16.53,15.15,15.53,14.16
Rnf125,M02288184,Rnf125:Hom,Hom,Male,2016-03-09,MGQZ,104,1,63,41,73.3,1.42,1.55,0.01,7842.83,5010,8235,7141,9835,2.9,2.75,2.95,2.74,2.78,3.6,6.21,3,8.05,15.8,14.6,15.38,13.96
Brd2,M02293961,brd2:Het,Het,Female,2016-03-09,DAAE,123.7,0.3,97,26.7,97.7,1.27,3.97,0,12632.33,3285,13785.33,8918.17,13602.83,2.75,2.86,2.79,2.54,2.72,4.06,6.39,2.92,9.54,16.34,14.59,16.2,14.05
9330182L06Rik,M02292361,9330182L06Rik:Hom,Hom,Male,2016-03-09,MGVG,84.3,2.7,44.7,39.7,56,1.56,1.19,0.03,8044.33,11204,9159,7126.17,15288.33,2.6,2.76,2.74,2.44,2.81,3.06,5.54,2.4,9.99,15.22,14,14.38,14.07
Fam71b,M02288348,Fam71b:Hom,Hom,Female,2016-03-09,MGYH,122.3,0.7,97.7,24.7,100.3,1.24,4.41,0.01,8927.17,3970,9328,7536.83,8867.5,2.68,1.87,2.72,2.44,2.84,3.35,4.96,2.46,9.1,17.33,15.63,16.3,13.63
Tmem37,M02293725,Tmem37:Hom,Hom,Female,2016-03-09,MHCC,123.3,1.3,90,33.3,102.7,1.21,3.46,0.01,8510.5,5431,8770.17,7713.17,10017.83,2.48,2.55,2.49,2.47,2.56,2.88,4.83,2.37,7.42,15.61,14.11,15.02,13.29
Fam160a1,M02289613,Fam160a1(b):Het,Het,Female,2016-03-09,MUGP,128.3,0,77,51.3,77.7,1.68,1.56,0,9302,NA,10108.33,8066.83,10847.17,2.51,NA,2.57,2.4,2.76,3.14,4.73,2.86,8.43,16.51,14.74,16.38,14.15
Capza2,M02290560,Capza2(b):Het,Het,Female,2016-03-14,MUFS,131.3,0,98.7,32.7,106.3,1.24,3.02,0,11105.67,NA,11367.33,9421.5,12409.5,2.61,NA,2.67,2.39,2.77,3.59,5.44,2.88,9.71,17.22,15.73,16.71,14.57
Lrmp,M02296449,Lrmp(b):Hom,Hom,Male,2016-03-14,PMBO,120.3,0.3,69,51.3,67.7,1.82,1.36,0,9923.33,3472,10539.67,7848.33,11696,2.59,2.84,2.63,2.53,2.86,3.47,5.69,3.09,8.49,15.78,14.18,15.6,14.77
Myh7b,M02293952,Myh7b:Hom,Hom,Female,2016-03-14,MGXX,99.7,0,68.3,31.3,95.7,1.04,2.23,0,8141,NA,8925.5,5988.17,9630,2.7,NA,2.75,2.54,2.52,3.38,6.1,2.55,7.38,15.14,13.42,15.44,13.74
Glyatl3,M02289265,Glyatl3:Hom,Hom,Male,2016-03-14,DAAS,119.3,0,66.3,53,82.3,1.47,1.26,0.1,7874.67,NA,8015.33,7553,12223.33,2.49,NA,2.53,2.41,2.73,2.65,3.89,2.45,8.62,17.9,16.38,17.74,14.48
