Gene_Name,Colony_Prefix,Mouse,Genotype,zygosity,Sex,Assay_Date,Age_In_Weeks,HFA-_%_of_B220+,Pro-B_cells_(Hardy_fractions_B_and_C)_-_%_of_B220+,HFB-_%_of_B220+,HFC-_%_of_B220+,HFD-_%_of_B220+,HFE-_%_of_B220+,HFF-_%_of_B220+,HFA-_%_of_CD45+,Pro-B_cells_(Hardy_fractions_B_and_C)_-_%_of_CD45+,HFB-_%_of_CD45+,HFC-_%_of_CD45+,HFD-_%_of_CD45+,HFE-_%_of_CD45+,HFF-_%_of_CD45+,Total_B_cell_precursors_-_%_of_CD45+,Granulocyte_precursors_-_%_of_CD45+,Myeloid_precursors_-_%_of_CD45+,Plasma_cells_-_%_of_CD45+,T_cells_-_%_of_CD45+,NK_cell_precursors_-_%_of_CD45+
Tex38,MFDZ,M02087203,WT,WT,Male,2015-07-06,16.1,8.079,46.128,32.337,13.791,24.417,9.054,8.419,1.347,7.69,5.391,2.299,4.07,1.509,1.403,16.67,54.093,28.009,0.172,0.969,NA
Xkrx,MUHX,M02088574,Xkrx(b):Hemi,Hom,Male,2015-07-06,16,9.531,30.182,19.421,10.761,28.144,11.947,17.932,1.953,6.183,3.979,2.205,5.766,2.448,3.674,20.487,49.213,27.469,0.212,2.522,NA
Gmds,MGCX,M02089195,Gmds:Hom,Hom,Female,2015-07-06,16.1,11.009,24.235,7.263,16.972,38.414,13.417,11.798,2.576,5.672,1.7,3.972,8.99,3.14,2.761,23.403,46.769,26.8,0.221,2.686,NA
Csnk1g3,MEYH,M02083271,Csnk1g3:Hom,Hom,Female,2015-07-06,16,11.134,19.662,4.855,14.806,39.122,13.668,11.966,2.807,4.957,1.224,3.733,9.863,3.446,3.017,25.21,45.439,26.749,0.306,2.216,NA
Setd5,MEFW,M02087278,WT,WT,Male,2015-07-06,16,9.041,33.247,17.834,15.413,31.596,11.393,12.271,1.957,7.197,3.861,3.337,6.84,2.466,2.656,21.648,53.314,23.007,0.219,1.755,NA
Sipa1l2,MGZJ,M02088023,WT,WT,Female,2015-07-06,16.1,8.688,20.469,8.32,12.149,39.174,14.239,15.206,2.205,5.194,2.111,3.083,9.941,3.613,3.859,25.376,48.674,22.531,0.387,2.951,NA
Setd5,MEFW,M02087279,WT,WT,Male,2015-07-06,16,7.873,30.011,17.851,12.16,32.617,13.897,13.058,1.507,5.746,3.418,2.328,6.245,2.661,2.5,19.145,53.462,25.414,0.158,1.756,NA
4933434E20Rik,MERZ,M02082813,WT,WT,Female,2015-07-06,16.1,10.626,22.602,10.261,12.342,36.128,14.295,14.558,2.889,6.144,2.789,3.355,9.821,3.886,3.958,27.185,44.764,24.62,0.227,3.13,NA
4933434E20Rik,MERZ,M02082812,WT,WT,Female,2015-07-06,16.1,11.826,25.497,8.896,16.601,33.757,12.288,14.223,2.934,6.326,2.207,4.119,8.375,3.049,3.529,24.809,47.328,24.772,0.22,2.803,NA
Sh3pxd2a,PMAD,M02085805,Sh3pxd2a(b):Het,Het,Male,2015-07-06,15.9,11.675,21.935,14.525,7.41,31.064,13.351,19.057,1.091,2.05,1.358,0.693,2.904,1.248,1.781,9.347,65.932,22.894,0.081,1.707,NA
Ubxn10,PMAL,M02087659,Ubxn10(b):Hom,Hom,Female,2015-07-06,16,9.131,17.674,5.046,12.628,37.279,14.559,17.786,2.809,5.437,1.552,3.885,11.468,4.479,5.471,30.762,41.232,23.847,0.213,3.86,NA
Tmem30a,MGNA,M02085946,Tmem30a:Het,Het,Female,2015-07-06,16,12.329,29.44,8.364,21.076,30.889,10.909,12.893,2.185,5.218,1.482,3.735,5.475,1.933,2.285,17.724,52.7,26.793,0.261,2.426,NA
Ubxn10,PMAL,M02087661,Ubxn10(b):Hom,Hom,Female,2015-07-06,16,10.498,18.047,5.747,12.3,36.148,12.948,18.142,2.307,3.966,1.263,2.703,7.945,2.846,3.987,21.978,49.279,25.196,0.24,3.233,NA
Pwp1,MGQG,M02086455,Pwp1:Het,Het,Female,2015-07-06,16.1,11.749,17.858,4.313,13.545,37.289,13.486,15.96,3,4.56,1.101,3.458,9.521,3.443,4.075,25.532,45.089,25.379,0.264,3.662,NA
Tuft1,MGQB,M02081374,Tuft1:Hom,Hom,Male,2015-07-06,16.1,13.179,18.549,13.142,5.407,33.565,12.463,18.61,1.073,1.511,1.07,0.44,2.734,1.015,1.516,8.144,65.805,24.329,0.152,1.503,NA
Pwp1,MGQG,M02086448,Pwp1:Het,Het,Male,2015-07-06,16.1,7.129,28.197,15.55,12.647,33.942,13.204,13.307,1.51,5.971,3.293,2.678,7.188,2.796,2.818,21.177,50.554,26.366,0.189,1.628,NA
Pam16,MUEK,M02085550,Pam16(b):Het,Het,Female,2015-07-08,16,9.616,37.167,15.917,21.25,28.923,11.106,12.584,2.775,10.727,4.594,6.133,8.348,3.205,3.632,28.861,43.74,23.636,0.498,3.172,NA
Gnb3,PMAM,M02088183,Gnb3(b):Hom,Hom,Female,2015-07-08,16,18.158,17.981,5.887,12.094,21.028,11.359,28.454,2.438,2.414,0.79,1.624,2.823,1.525,3.82,13.425,51.29,30.682,0.247,4.272,NA
Atad3a,MGPY,M02083310,Atad3a:Het,Het,Male,2015-07-08,16.1,17.237,20.383,12.298,8.085,24.497,8.939,27.616,2.489,2.943,1.776,1.167,3.537,1.291,3.987,14.438,61.379,20.824,0.236,2.811,NA
Ccdc69,MUGL,M02093165,Ccdc69(b):Hom,Hom,Male,2015-07-08,15.7,9.178,32.373,19.37,13.003,26.051,13.022,17.405,2.291,8.08,4.834,3.245,6.502,3.25,4.344,24.958,48.588,24.016,0.202,2.135,NA
Trim65,MUGH,M02089698,Trim65(b):Hom,Hom,Female,2015-07-08,16,13.528,19.878,6.634,13.245,30.261,13.343,21.434,3.246,4.77,1.592,3.178,7.261,3.202,5.143,23.994,44.57,27.261,0.201,3.883,NA
Trim65,MUGH,M02089699,Trim65(b):Hom,Hom,Female,2015-07-08,16,10.838,30.288,10.257,20.031,29.95,12.672,14.885,3.15,8.803,2.981,5.822,8.705,3.683,4.326,29.065,40.602,26.815,0.164,3.255,NA
Dclk1,MGKF,M02087462,Dclk1:Het,Het,Male,2015-07-08,16.1,11.97,16.327,8.139,8.187,31.545,12.323,26.274,2.336,3.187,1.589,1.598,6.157,2.405,5.128,19.518,55.526,21.724,0.179,2.813,NA
Fnip2,MGSD,M02088850,Fnip2:Hom,Hom,Male,2015-07-08,16.1,9.942,18.023,11.518,6.506,37.063,14.78,18.888,2.23,4.042,2.583,1.459,8.312,3.315,4.236,22.426,53.386,21.212,0.224,2.466,NA
Prrt2,MGKU,M02086977,Prrt2:Hom,Hom,Male,2015-07-08,15.7,12.096,20.712,13.925,6.787,27.527,12.737,25.563,2.554,4.373,2.94,1.433,5.812,2.689,5.397,21.114,52.416,23.329,0.231,2.77,NA
Fnip2,MGSD,M02088849,Fnip2:Hom,Hom,Male,2015-07-08,16.1,7.7,32.441,18.713,13.728,33.224,13.085,13.302,2.076,8.747,5.046,3.702,8.959,3.528,3.587,26.965,53.494,17.277,0.238,1.934,NA
Sepw1,MUHP,M02089225,Sepw1(b):Hom,Hom,Female,2015-07-08,16,13.942,18.193,5.114,13.078,28.151,12.272,24.761,2.733,3.567,1.003,2.564,5.519,2.406,4.854,19.605,48.651,27.063,0.231,4.358,NA
Zbed5,MUGX,M02089566,Zbed5(b):Hom,Hom,Female,2015-07-08,15.7,11.164,16.195,5.279,10.916,31.419,14.066,24.692,2.431,3.527,1.15,2.377,6.843,3.063,5.378,21.779,45.598,27.976,0.398,4.172,NA
Galntl5,MUGG,M02092068,Galntl5(b):Hom,Hom,Female,2015-07-08,15.9,11.282,26.234,9.151,17.083,34.915,13.813,12.443,3.247,7.551,2.634,4.917,10.05,3.976,3.582,28.784,39.975,27.515,0.252,3.383,NA
Mau2,MUEG,M02086346,Mau2(b):Het,Het,Male,2015-07-08,16.3,9.155,30.936,17.786,13.15,24.06,12.293,22.702,2.136,7.218,4.15,3.068,5.613,2.868,5.297,23.331,48.74,25.388,0.119,2.341,NA
Plscr2,MUEH,M02086379,Plscr2(b):Hom,Hom,Female,2015-07-08,16.1,11.524,25.49,9.51,15.98,27.864,13.45,17.849,2.547,5.634,2.102,3.532,6.159,2.973,3.945,22.104,43.513,30.883,0.228,3.199,NA
Dclk1,MGKF,M02087464,Dclk1:Het,Het,Female,2015-07-08,16.1,16.35,25.151,9.458,15.693,26.507,11.034,19.876,3.6,5.538,2.083,3.456,5.837,2.43,4.377,22.02,44.522,29.572,0.212,3.58,NA
Dclk1,MGKF,M02087465,Dclk1:Het,Het,Female,2015-07-08,16.1,15.186,30.259,14.371,15.888,19.189,9.16,25.103,3.359,6.692,3.178,3.514,4.244,2.026,5.552,22.117,43.49,28.566,0.243,5.458,NA
Wrap53,MUHT,M02097000,Wrap53(b):Het,Het,Male,2015-07-13,16,6.642,14.694,9.043,5.651,40.393,16.74,21.37,1.433,3.17,1.951,1.219,8.713,3.611,4.61,21.57,56.951,18.991,0.136,2.288,NA
Dnajc8,MUDN,M02093633,WT,WT,Male,2015-07-13,15.6,7.03,20.56,12.185,8.375,29.336,20.304,22.561,1.824,5.334,3.161,2.173,7.61,5.267,5.853,25.942,51.2,20.363,0.156,2.271,NA
Cxcr2,MFFS,M02101152,Cxcr2:Het,Het,Male,2015-07-13,16,7.147,16.073,10.599,5.474,36.995,17.051,21.823,1.696,3.815,2.516,1.299,8.781,4.047,5.18,23.735,55.563,17.751,0.21,2.663,NA
Tmem127,MFJN,M02092874,Tmem127:Hom,Hom,Male,2015-07-13,16.1,9.188,25.356,15.424,9.932,29.687,13.61,21.472,1.875,5.176,3.148,2.027,6.06,2.778,4.383,20.412,49.731,24.593,0.174,4.993,NA
Dpy30,MFKN,M02091196,WT,WT,Female,2015-07-13,15.7,14.442,9.756,3.017,6.739,29.198,13.213,31.085,3.356,2.267,0.701,1.566,6.785,3.07,7.223,23.237,48.557,23.615,0.271,4.241,NA
Cxcr2,MFFS,M02101097,Cxcr2:Het,Het,Male,2015-07-13,15.9,8.228,29.447,18.305,11.141,24.488,12.291,25.292,1.867,6.682,4.154,2.528,5.557,2.789,5.739,22.692,50.373,24.257,0.142,2.439,NA
Ssr2,MUHH,M02095370,Ssr2(b):Het,Het,Female,2015-07-13,16.1,7.421,16.136,5.6,10.536,40.739,15.898,19.198,2.367,5.147,1.786,3.361,12.994,5.071,6.123,31.895,44.089,20.279,0.183,3.463,NA
Trappc9,MFWT,M02102372,Trappc9:Hom,Hom,Male,2015-07-13,15.9,6.641,20.454,11.691,8.763,33.574,14.308,24.525,1.803,5.552,3.173,2.379,9.113,3.884,6.657,27.143,47.516,22.402,0.156,2.696,NA
Clust5N1 KO:Hom,MOEA,M02095586,Clust5N1 KO:Hom,Hom,Female,2015-07-13,16.1,7.241,26.128,12.319,13.809,36.407,15.89,14.459,2.604,9.397,4.431,4.966,13.094,5.715,5.2,35.965,40.367,20.879,0.173,2.533,NA
Clust5N1 KO:Hom,MOEA,M02095585,Clust5N1 KO:Hom,Hom,Female,2015-07-13,16.1,12.349,8.212,3.655,4.558,24.492,13.232,41.403,2.494,1.658,0.738,0.92,4.946,2.672,8.361,20.193,52.221,22.825,0.274,4.406,NA
Clust5N1 KO:Hom,MOEA,M02095583,Clust5N1 KO:Hom,Hom,Male,2015-07-13,16.1,5.463,22.852,12.822,10.03,34.475,14.682,22.009,1.893,7.917,4.442,3.475,11.944,5.087,7.625,34.647,40.682,21.974,0.205,2.404,NA
Ifi27,MUHL,M02095922,Ifi27(b):Hom,Hom,Female,2015-07-13,16.1,12.936,14.94,3.578,11.362,35.765,14.041,21.65,3.014,3.481,0.834,2.647,8.333,3.271,5.044,23.299,46.235,26.55,0.26,3.563,NA
Clust5N1 KO:Hom,MOEA,M02095579,Clust5N1 KO:Hom,Hom,Male,2015-07-13,16.1,5.775,16.862,9.442,7.42,35.376,16.044,25.682,1.726,5.041,2.823,2.218,10.575,4.796,7.677,29.894,46.651,20.365,0.164,2.81,NA
Dnajc8,MUDN,M02093629,WT,WT,Male,2015-07-13,15.6,7.704,18.253,9.524,8.729,36.806,15.891,21.051,2.153,5.101,2.662,2.44,10.287,4.441,5.883,27.948,48.482,20.807,0.168,2.513,NA
4933434E20Rik,MERZ,M02089054,WT,WT,Female,2015-07-13,15.9,11.224,29.64,13.241,16.399,30.113,14.34,14.652,3.536,9.338,4.172,5.167,9.487,4.518,4.616,31.505,43.841,20.584,0.252,3.726,NA
Dnajc8,MUDN,M02093631,WT,WT,Male,2015-07-13,15.6,7.441,20.771,12.387,8.384,35.528,15.659,20.231,1.947,5.434,3.24,2.193,9.294,4.096,5.292,26.16,50.666,20.373,0.177,2.527,NA
4933434E20Rik,MERZ,M02089052,WT,WT,Female,2015-07-13,15.9,8.537,22.574,8.033,14.542,33.708,15.834,19.313,2.854,7.548,2.686,4.862,11.271,5.294,6.458,33.438,40.347,22.199,0.217,3.716,NA
Stxbp4,MEKF,M02094697,Stxbp4:Hom,Hom,Male,2015-07-15,16,10.881,36.507,22.122,14.385,22.795,10.514,18.639,2.072,6.951,4.212,2.739,4.34,2.002,3.549,19.041,52.904,25.804,0.106,2.037,NA
Atp5e,PMAF,M02101525,Atp5e(b):Het,Het,Female,2015-07-15,15.9,13.334,21.075,9.211,11.864,37.454,14.199,13.68,3.519,5.562,2.431,3.131,9.885,3.748,3.611,26.393,48.854,20.929,0.219,3.533,NA
Slu7,MFMP,M02094042,Slu7:Het,Het,Male,2015-07-15,16,9.722,31.379,18.135,13.244,30.335,12.765,15.398,2.178,7.031,4.063,2.967,6.797,2.86,3.45,22.406,52.924,22.393,0.13,2.084,NA
Atp5e,PMAF,M02101482,Atp5e(b):Het,Het,Female,2015-07-15,16,7.303,33.56,20.256,13.304,32.933,13.783,12.37,2.761,12.689,7.659,5.03,12.452,5.211,4.677,37.809,38.483,20.291,0.123,3.207,NA
Ccdc127,MUDY,M02097674,Ccdc127(b):Hom,Hom,Male,2015-07-15,15.9,11.822,27.79,16.781,11.009,32.465,11.233,15.535,1.777,4.177,2.522,1.655,4.88,1.688,2.335,15.031,56.426,26.097,0.257,2.111,NA
A730017C20Rik,MUFO,M02093646,A730017C20Rik(b):Hom,Hom,Female,2015-07-15,15.9,17.345,12.726,3.407,9.32,21.781,11.805,35.295,2.775,2.036,0.545,1.491,3.485,1.889,5.647,15.999,53.451,25.497,0.284,4.684,NA
Bivm,MUGK,M02092936,Bivm(b):Hom,Hom,Female,2015-07-15,16,14.009,21.52,8.009,13.511,29.985,14.051,18.676,3.603,5.535,2.06,3.475,7.712,3.614,4.804,25.721,45.355,23.923,0.251,4.671,NA
Bivm,MUGK,M02092937,Bivm(b):Hom,Hom,Female,2015-07-15,16,14.119,11.305,4.366,6.94,37.206,15.86,20.016,3.434,2.749,1.062,1.688,9.048,3.857,4.868,24.319,43.227,27.483,0.291,4.595,NA
Stxbp4,MEKF,M02089153,Stxbp4:Hom,Hom,Male,2015-07-15,16.3,9.071,33.125,19.556,13.569,30.245,11.91,15.633,2.377,8.681,5.125,3.556,7.926,3.121,4.097,26.207,48.883,22.128,0.098,2.595,NA
Nacc2,MUEZ,M02097750,Nacc2(b):Hom,Hom,Female,2015-07-15,15.9,17.093,10.938,3.429,7.509,27.748,10.412,31.796,3.563,2.28,0.715,1.565,5.783,2.17,6.627,20.842,51.231,22.948,0.271,4.613,NA
Atp5e,PMAF,M02101465,Atp5e(b):Het,Het,Female,2015-07-15,15.9,13.071,19.943,6.312,13.631,33.053,14.076,19.25,3.1,4.73,1.497,3.233,7.839,3.338,4.565,23.716,51.313,20.826,0.314,3.737,NA
Chmp6,MUHR,M02097716,Chmp6(b):Het,Het,Male,2015-07-15,15.9,9.459,31.744,20.812,10.932,22.27,10.694,25.048,2.001,6.714,4.402,2.312,4.71,2.262,5.298,21.151,51.426,24.577,0.104,2.653,NA
Slu7,MFMP,M02094060,Slu7:Het,Het,Female,2015-07-15,15.9,18.002,12.45,2.972,9.477,30.38,14.322,23.534,3.349,2.316,0.553,1.763,5.652,2.665,4.379,18.606,53.569,22.666,0.23,4.847,NA
Mau2,MUEG,M02097721,Mau2(b):Het,Het,Female,2015-07-15,15.9,15.418,15.762,4.425,11.337,32.738,14.938,19.774,3.21,3.282,0.921,2.361,6.817,3.11,4.117,20.822,49.84,25.858,0.177,3.221,NA
Mrps21,MEJD,M02093987,Mrps21(e):Het,Het,Female,2015-07-15,15.9,11.444,23.963,7.595,16.368,39.527,13.059,11.706,3.165,6.627,2.1,4.527,10.931,3.612,3.237,27.656,42.59,26.53,0.2,2.916,NA
Irf5,MGJK,M02098570,Irf5:Hom,Hom,Female,2015-07-15,16,18.646,21.807,7.562,14.245,28.454,11.579,18.005,2.947,3.447,1.195,2.252,4.498,1.83,2.846,15.807,51.555,29.291,0.176,3.095,NA
Nacc2,MUEZ,M02097752,Nacc2(b):Hom,Hom,Female,2015-07-15,15.9,16.363,13.9,5.087,8.814,32.435,13.627,21.688,2.928,2.488,0.91,1.577,5.805,2.439,3.881,17.896,54.136,24.815,0.21,2.832,NA
Hbs1l,METC,M02171719,WT,WT,Male,2015-07-20,3.7,7.416,44.523,20.978,23.545,31.815,11.943,3.383,3.825,22.966,10.821,12.145,16.411,6.16,1.745,51.582,28.58,18.914,0.205,0.752,NA
Celf4,MGBQ,M02096941,Celf4:Het,Het,Male,2015-07-20,16,19.977,19.923,9.353,10.57,22.708,10.101,25.393,2.445,2.438,1.145,1.294,2.779,1.236,3.108,12.239,61.251,23.957,0.157,2.427,NA
Hbs1l,METC,M02171715,WT,WT,Male,2015-07-20,3.7,9.829,41.995,17.041,24.955,28.198,11.57,6.629,4.927,21.049,8.541,12.508,14.133,5.799,3.322,50.123,29.148,19.106,0.189,1.489,NA
Slu7,MFMP,M02098001,Slu7:Het,Het,Female,2015-07-20,15.9,15.553,23.641,7.176,16.465,25.337,11.7,21.497,3.055,4.643,1.409,3.234,4.976,2.298,4.222,19.64,51.807,25.347,0.242,3.014,NA
Ccdc134,MERW,M02100348,WT,WT,Male,2015-07-20,16.1,15.648,29.027,13.61,15.417,24.05,8.786,20.336,2.889,5.36,2.513,2.847,4.441,1.622,3.755,18.465,55.365,23.774,0.114,2.307,NA
Pam16,MUEK,M02098760,WT,WT,Male,2015-07-20,16,12.769,42.786,26.054,16.731,20.899,8.654,13.193,2.487,8.335,5.075,3.259,4.071,1.686,2.57,19.48,52.763,26.008,0.105,1.678,NA
Pam16,MUEK,M02098761,Pam16(b):Het,Het,Female,2015-07-20,16,12.364,27.97,6.734,21.236,28.833,12.568,14.989,2.439,5.518,1.328,4.189,5.688,2.479,2.957,19.728,51.409,26.753,0.165,1.983,NA
Hbs1l,METC,M02164549,WT,WT,Female,2015-07-20,4.4,8.346,38.321,13.352,24.969,27.033,14.329,10.831,3.883,17.83,6.212,11.618,12.578,6.667,5.04,46.529,32.204,18.929,0.168,2.253,NA
Celf4,MGBQ,M02096933,Celf4:Het,Het,Male,2015-07-20,15.6,14.101,28.184,15.549,12.636,23.314,10.035,22.82,2.301,4.598,2.537,2.062,3.804,1.637,3.723,16.315,56.683,24.564,0.129,2.348,NA
Slu7,MFMP,M02098128,Slu7:Het,Het,Female,2015-07-20,16,16.903,18.704,5.188,13.516,27.83,13.501,21.569,2.563,2.836,0.787,2.049,4.219,2.047,3.27,15.161,56.492,25.624,0.214,2.55,NA
Cep250,MFCU,M02098686,Cep250:Hom,Hom,Male,2015-07-20,15.9,11.805,22.673,10.162,12.512,30.739,12.155,21.326,2.145,4.119,1.846,2.273,5.585,2.208,3.875,18.168,57.121,22.471,0.129,2.135,NA
Hbs1l,METC,M02164472,Hbs1l:Hom,Hom,Male,2015-07-20,4.4,10.849,38.842,17.159,21.683,31.212,14.2,3.6,3.703,13.259,5.858,7.402,10.655,4.847,1.229,34.136,40.073,24.6,0.211,1.047,NA
Acbd5,PMAJ,M02104576,Acbd5(b):Hom,Hom,Male,2015-07-20,16.1,16.694,21.865,12.231,9.634,25.806,9.492,24.738,2.228,2.919,1.633,1.286,3.445,1.267,3.302,13.349,60.44,23.951,0.11,2.188,NA
Hbs1l,METC,M02164474,Hbs1l:Hom,Hom,Female,2015-07-20,4.4,6.579,57.504,29.934,27.57,22.637,10.922,1.562,2.678,23.41,12.186,11.223,9.215,4.446,0.636,40.709,32.627,25.715,0.175,0.825,NA
Cep250,MFCU,M02098685,Cep250:Hom,Hom,Male,2015-07-20,15.9,10.722,25.58,12.346,13.234,31.123,12.512,18.366,2.207,5.266,2.541,2.724,6.407,2.576,3.781,20.585,54.279,23.107,0.128,1.924,NA
Myo9a,PMAK,M02101571,WT,WT,Female,2015-07-20,16,14.206,36.172,10.849,25.323,26.922,10.976,10.283,3.637,9.259,2.777,6.482,6.892,2.81,2.632,25.598,49.018,23.108,0.173,2.132,NA
Pam16,MUEK,M02105665,WT,WT,Male,2015-07-20,15.9,11.029,35.004,23.456,11.548,26.418,10.999,15.361,2.22,7.046,4.721,2.324,5.318,2.214,3.092,20.129,53.45,24.288,0.121,2.036,NA
Myo9a,PMAK,M02101572,WT,WT,Female,2015-07-20,16,14.95,32.504,11.712,20.792,25.521,10.644,14.623,3.606,7.841,2.825,5.016,6.156,2.568,3.527,24.122,48.661,24.291,0.199,2.775,NA
Pwp1,MGQG,M02092775,Pwp1:Het,Het,Female,2015-07-20,16.1,13.844,28.492,8.742,19.75,28.101,13.457,13.336,3.059,6.296,1.932,4.364,6.21,2.974,2.947,22.098,46.307,29.165,0.199,2.26,NA
Ccdc134,MERW,M02100352,WT,WT,Female,2015-07-20,16.1,24.897,25.48,5.338,20.142,17.003,6.459,23.119,4.08,4.176,0.875,3.301,2.787,1.059,3.789,16.389,45.377,34.421,0.325,3.578,NA
Hbs1l,METC,M02171678,Hbs1l:Hom,Hom,Male,2015-07-20,4,5.251,58.076,34.704,23.371,24.034,10.711,1.481,2.704,29.908,17.872,12.036,12.377,5.516,0.763,51.498,25.134,22.517,0.156,0.759,NA
Sh3pxd2a,PMAD,M02099311,Sh3pxd2a(b):Het,Het,Female,2015-07-20,16.1,11.667,20.281,6.263,14.018,32.856,13.714,18.879,2.943,5.116,1.58,3.536,8.288,3.459,4.762,25.226,47.203,23.903,0.173,3.543,NA
Atad3a,MGPY,M02108192,Atad3a:Het,Het,Male,2015-07-27,15.7,12.174,27.408,14.586,12.822,27.324,9.484,23.262,2.645,5.955,3.169,2.786,5.937,2.06,5.054,21.727,50.457,24.386,0.165,3.167,NA
Dclk1,MGKF,M02106864,Dclk1:Hom,Hom,Male,2015-07-27,16,12.101,27.996,14.453,13.543,32.916,10.644,16.121,3.323,7.689,3.969,3.719,9.04,2.923,4.427,27.464,47.397,21.707,0.199,3.12,NA
Dclk1,MGKF,M02106865,Dclk1:Het,Het,Male,2015-07-27,16,10.776,29.939,19.666,10.273,27.874,10.418,20.622,1.996,5.546,3.643,1.903,5.164,1.93,3.82,18.526,54.161,25.241,0.157,1.837,NA
Bivm,MUGK,M02109415,Bivm(b):Hom,Hom,Male,2015-07-27,15.6,17.608,17.915,11.207,6.708,30.929,9.968,23.414,3.205,3.261,2.04,1.221,5.629,1.814,4.262,18.201,56.745,21.276,0.212,3.351,NA
Atad3a,MGPY,M02108195,Atad3a:Het,Het,Male,2015-07-27,15.7,9.265,44.707,24.793,19.914,23.009,7.277,15.515,2.106,10.161,5.635,4.526,5.23,1.654,3.526,22.729,51.232,24.06,0.106,1.792,NA
Bivm,MUGK,M02109414,Bivm(b):Hom,Hom,Male,2015-07-27,15.6,14.077,25.701,13.713,11.988,33.049,10.262,16.385,1.983,3.621,1.932,1.689,4.656,1.446,2.308,14.088,60.933,22.451,0.162,2.293,NA
1700034J05Rik,MGFB,M02105570,1700034J05Rik:Hom,Hom,Male,2015-07-27,15.6,9.356,22.325,14.469,7.856,29.588,10.295,27.936,2.023,4.827,3.129,1.699,6.398,2.226,6.04,21.622,55.214,20.368,0.116,2.583,NA
Trappc10,MUDB,M02109115,Trappc10(b):Hom,Hom,Female,2015-07-27,16,13.807,13.867,5.873,7.994,14.237,7.69,48.932,1.709,1.716,0.727,0.989,1.762,0.952,6.056,12.376,48.664,35.372,0.221,3.283,NA
1700034J05Rik,MGFB,M02105569,1700034J05Rik:Hom,Hom,Male,2015-07-27,15.6,8.864,22.395,15.838,6.557,26.455,10.61,31.598,1.914,4.836,3.42,1.416,5.713,2.291,6.823,21.594,53.128,22.094,0.101,2.998,NA
Tead3,MFNP,M02106950,Tead3:Hom,Hom,Female,2015-07-27,16.1,10.496,28.667,14.122,14.545,27.504,12.27,20.24,4.081,11.146,5.491,5.655,10.694,4.771,7.87,38.882,35.36,22.016,0.134,3.509,NA
1700024P04Rik,MUHJ,M02107491,1700024P04Rik(b):Hom,Hom,Female,2015-07-27,15.7,12.173,22.279,6.21,16.068,29.776,10.914,24.624,3.145,5.755,1.604,4.151,7.692,2.819,6.361,25.832,43.991,26.12,0.212,3.762,NA
1700024P04Rik,MUHJ,M02107492,1700024P04Rik(b):Hom,Hom,Female,2015-07-27,15.7,6.841,29.08,13.364,15.716,32.231,12.9,18.716,2.542,10.803,4.965,5.839,11.974,4.792,6.953,37.15,36.397,23.447,0.247,2.643,NA
Ubxn10,PMAL,M02108494,Ubxn10(b):Hom,Hom,Female,2015-07-27,16,10.553,20.953,8.58,12.373,33.18,12.297,21.415,2.878,5.715,2.34,3.375,9.05,3.354,5.841,27.275,42.556,25.787,0.282,4.002,NA
Nadk2,PMBN,M02112405,Nadk2(b):Het,Het,Male,2015-07-27,15.7,6.964,26.762,15.857,10.905,28.728,12.134,23.754,1.891,7.266,4.305,2.961,7.8,3.294,6.449,27.151,47.311,23.2,0.178,2.06,NA
Pold3,MUHD,M02105400,Pold3(b):Het,Het,Female,2015-07-27,16,12.84,26.266,10.304,15.962,30.765,11.766,18.414,3.328,6.808,2.671,4.137,7.975,3.05,4.773,25.921,45.661,24.968,0.216,3.145,NA
Cmbl,MUEB,M02113604,Cmbl(b):Hom,Hom,Male,2015-08-03,16.1,6.419,26.777,19.989,6.788,31.263,10.55,23.848,1.345,5.611,4.188,1.422,6.551,2.211,4.997,20.954,48.701,27.7,0.117,2.471,NA
Xkrx,MUHX,M02113708,Xkrx(b):Hemi,Hom,Male,2015-08-03,16,7.959,30.105,23.376,6.729,26.608,9.31,25.185,2.015,7.621,5.917,1.703,6.735,2.357,6.375,25.314,44.952,26.312,0.121,3.214,NA
Mroh4,MUDV,M02116212,Mroh4(b):Hom,Hom,Male,2015-08-03,15.7,10.146,23.63,16.849,6.781,26.791,9.954,28.275,1.624,3.783,2.697,1.085,4.289,1.594,4.526,16.008,55.521,25.469,0.113,2.836,NA
Pigl,MUFF,M02113475,Pigl(b):Het,Het,Male,2015-08-03,16.1,7.746,28.469,20.444,8.025,31.521,9.585,20.743,1.654,6.079,4.365,1.714,6.731,2.047,4.429,21.353,49.108,26.94,0.108,2.422,NA
Ssr2,MUHH,M02113446,Ssr2(b):Het,Het,Male,2015-08-03,15.9,4.892,22.471,17.341,5.129,39.491,12.683,18.859,1.411,6.479,5,1.479,11.387,3.657,5.438,28.835,46.917,21.466,0.107,2.614,NA
Kcnh4,MUFM,M02117145,Kcnh4(b):Hom,Hom,Male,2015-08-03,15.9,9.892,22.209,14.249,7.96,28.673,10.376,27.496,1.681,3.775,2.422,1.353,4.874,1.764,4.674,16.998,55.585,24.813,0.079,2.472,NA
Chmp6,MUHR,M02116146,Chmp6(b):Het,Het,Female,2015-08-03,15.7,13.614,25.935,10.52,15.414,20.869,5.869,30.507,2.388,4.55,1.846,2.704,3.661,1.03,5.352,17.544,45.912,30.975,0.212,5.257,NA
